KEGG ID	KEGG Term	Times Found	Term Pvalues Corr Bonf	Found Gene #	All Associated Gene #	Found Genes Combined	All Associated Genes
KEGG:04725	Cholinergic synapse	65	4.37E-27	90	112	 CHRM2  CHRM3  CHRM1  CHRM4  PIK3CD  PIK3CB  GNGT1  GNGT2  PRKACG  AKT2  AKT3  AKT1  PRKACA  HRAS  PRKACB  PRKCG  CHRNB2  MAP2K1  CHRNB4  PRKCB  PRKCA  FOS  CREB3  PLCB3  CREB1  ADCY9  PLCB4  PIK3CA  KCNQ1  KCNQ2  KCNQ3  KCNQ5  PLCB1  PLCB2  ATF4  CREB5  CAMK2B  CAMK2D  CHRNA7  CAMK2A  ADCY4  CACNA1B  GNAI3  ITPR1  ADCY3  PIK3R3  ITPR2  CACNA1A  ADCY2  PIK3R2  ITPR3  PIK3R1  CACNA1C  ADCY1  ADCY8  ADCY7  GNAI1  ADCY6  ADCY5  GNAI2  GNG10  GNG3  NRAS  GNG2  GNG5  GNG4  GNG7  GNA11  MAPK1  GNG8  FYN  CACNA1S  CAMK2G  KCNJ2  KCNJ3  MAPK3  KCNJ4  KCNJ6  KCNJ12  GNG12  GNG11  GNG13  GNAO1  GNB2  GNAQ  GNB1  BCL2  GNB3  KRAS  GNB5 	[ACHE, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, AKT1, AKT2, AKT3, ATF4, BCL2, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1S, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CAMK4, CHAT, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA3, CHRNA4, CHRNA6, CHRNA7, CHRNB2, CHRNB4, CREB1, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, FOS, FYN, GNA11, GNAI1, GNAI2, GNAI3, GNAO1, GNAQ, GNB1, GNB2, GNB3, GNB4, GNB5, GNG10, GNG11, GNG12, GNG13, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GNGT1, GNGT2, HRAS, ITPR1, ITPR2, ITPR3, JAK2, KCNJ12, KCNJ14, KCNJ2, KCNJ3, KCNJ4, KCNJ6, KCNQ1, KCNQ2, KCNQ3, KCNQ4, KCNQ5, KRAS, MAP2K1, MAPK1, MAPK3, NRAS, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLCB1, PLCB2, PLCB3, PLCB4, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG, PRKX, SLC18A3, SLC5A7]
KEGG:04520	Adherens junction	255	2.81E-24	68	73	 CTNND1  PTPRM  PTPRJ  WASL  ACTB  PTPRF  IGF1R  ACTG1  CDH1  RAC2  EP300  RAC3  RAC1  MAP3K7  ACP1  CSNK2A1  ACTN3  ACTN2  ACTN1  CSNK2A2  LMO7  ACTN4  TGFBR1  RHOA  TGFBR2  PARD3  CSNK2B  SSX2IP  MET  SRC  LEF1  TCF7  WAS  IQGAP1  NLK  MLLT4  EGFR  CDC42  ERBB2  CTNNA1  MAPK1  FYN  WASF1  WASF2  WASF3  MAPK3  SMAD2  FARP2  PTPN1  TCF7L2  CREBBP  SMAD4  TCF7L1  SMAD3  YES1  INSR  SORBS1  BAIAP2  TJP1  FER  PTPRB  SNAI1  CTNNB1  PTPN6  PVRL4  PVRL3  PVRL2  FGFR1 	[ACP1, ACTB, ACTG1, ACTN1, ACTN2, ACTN3, ACTN4, BAIAP2, CDC42, CDH1, CREBBP, CSNK2A1, CSNK2A2, CSNK2B, CTNNA1, CTNNA2, CTNNA3, CTNNB1, CTNND1, EGFR, EP300, ERBB2, FARP2, FER, FGFR1, FYN, IGF1R, INSR, IQGAP1, LEF1, LMO7, MAP3K7, MAPK1, MAPK3, MET, MLLT4, NLK, PARD3, PTPN1, PTPN6, PTPRB, PTPRF, PTPRJ, PTPRM, PVRL1, PVRL2, PVRL3, PVRL4, RAC1, RAC2, RAC3, RHOA, SMAD2, SMAD3, SMAD4, SNAI1, SNAI2, SORBS1, SRC, SSX2IP, TCF7, TCF7L1, TCF7L2, TGFBR1, TGFBR2, TJP1, VCL, WAS, WASF1, WASF2, WASF3, WASL, YES1]
KEGG:00640	Propanoate metabolism	13	7.04E-24	25	32	 ACSS2  ECHS1  ABAT  ACACB  ACACA  ACAT2  ACAT1  LDHC  LDHB  MCEE  ALDH1B1  ALDH2  MLYCD  ACADM  ACSS1  ALDH3A2  ALDH6A1  SUCLA2  PCCA  EHHADH  PCCB  SUCLG2  ALDH7A1  LDHAL6A  ALDH9A1 	[ABAT, ACACA, ACACB, ACADM, ACAT1, ACAT2, ACSS1, ACSS2, ACSS3, ALDH1B1, ALDH2, ALDH3A2, ALDH6A1, ALDH7A1, ALDH9A1, ECHS1, EHHADH, HADHA, HIBCH, LDHA, LDHAL6A, LDHAL6B, LDHB, LDHC, MCEE, MLYCD, MUT, PCCA, PCCB, SUCLA2, SUCLG1, SUCLG2]
KEGG:04010	MAPK signaling pathway	37	8.59E-24	125	268	 ATF2  ZAK  FGF1  FGF2  CRKL  ELK4  RPS6KA4  FGF7  RPS6KA5  AKT2  MYC  RPS6KA2  PRKACG  AKT3  RPS6KA1  STMN1  AKT1  MAP3K8  MAP3K7  PRKACB  MAP3K4  MAP3K5  MAP2K3  PDGFRB  MAP2K4  PDGFRA  MAP2K1  MEF2C  PRKCB  PRKCA  MAPK8IP2  MAPK8IP3  MAPK8IP1  CDC25B  MAPKAPK3  DDIT3  MAPKAPK5  RAF1  TP53  ATF4  MAX  CACNA1A  CACNA1C  NLK  STK3  PPP3R1  RAP1A  MAP2K7  MAP2K5  MAP2K6  JUN  TGFB1  HSPA6  NFATC2  BRAF  HSPA2  GNG12  NFKB1  NFATC4  GRB2  TAB2  FGF13  MAP3K13  FGFR4  FGF12  FGFR3  MAP3K11  FGFR2  FGFR1  PTPRR  ARRB1  FASLG  ARRB2  DUSP16  IKBKB  PPP3CA  MECOM  CASP3  RAC2  MAP4K1  DUSP5  DUSP3  CHUK  DUSP1  PLA2G4A  RRAS2  FOS  DUSP7  TNFRSF1A  PPM1A  PPM1B  MRAS  RASA1  TRAF6  RAPGEF2  MAPT  CRK  SRF  EGFR  MAPK9  MAPK8  MAPK7  MKNK1  GNA12  FLNA  MAPK1  FLNB  FLNC  MAP4K3  MAPK3  MAP3K2  NTRK1  NTRK2  MAP3K3  MAP3K1  EGF  MAPK14  MAPK12  MAPK13  MAPK10  MAPK11  FAS  KRAS  PTPN5  HSPA1B 	[AKT1, AKT2, AKT3, ARRB1, ARRB2, ATF2, ATF4, BDNF, BRAF, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1E, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CACNA2D1, CACNA2D2, CACNA2D3, CACNA2D4, CACNB1, CACNB2, CACNB3, CACNB4, CACNG1, CACNG2, CACNG3, CACNG4, CACNG5, CACNG6, CACNG7, CACNG8, CASP3, CD14, CDC25B, CDC42, CHP, CHP2, CHUK, CRK, CRKL, DAXX, DDIT3, DUSP1, DUSP10, DUSP14, DUSP16, DUSP2, DUSP22, DUSP3, DUSP4, DUSP5, DUSP6, DUSP7, DUSP8, DUSP9, ECSIT, EGF, EGFR, ELK1, ELK4, FAS, FASLG, FGF1, FGF10, FGF11, FGF12, FGF13, FGF14, FGF16, FGF17, FGF18, FGF19, FGF2, FGF20, FGF21, FGF22, FGF23, FGF3, FGF4, FGF5, FGF6, FGF7, FGF8, FGF9, FGFR1, FGFR2, FGFR3, FGFR4, FLNA, FLNB, FLNC, FOS, GADD45A, GADD45B, GADD45G, GNA12, GNG12, GRB2, HRAS, HSPA1A, HSPA1B, HSPA1L, HSPA2, HSPA6, HSPA8, HSPB1, IKBKB, IKBKG, IL1A, IL1B, IL1R1, IL1R2, JMJD7-PLA2G4B, JUN, JUND, KRAS, MAP2K1, MAP2K2, MAP2K3, MAP2K4, MAP2K5, MAP2K6, MAP2K7, MAP3K1, MAP3K11, MAP3K12, MAP3K13, MAP3K14, MAP3K2, MAP3K3, MAP3K4, MAP3K5, MAP3K6, MAP3K7, MAP3K8, MAP4K1, MAP4K2, MAP4K3, MAP4K4, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK7, MAPK8, MAPK8IP1, MAPK8IP2, MAPK8IP3, MAPK9, MAPKAPK2, MAPKAPK3, MAPKAPK5, MAPKSP1, MAPT, MAX, MECOM, MEF2C, MKNK1, MKNK2, MOS, MRAS, MYC, NF1, NFATC2, NFATC4, NFKB1, NFKB2, NGF, NLK, NR4A1, NRAS, NTF3, NTF4, NTRK1, NTRK2, PAK1, PAK2, PDGFA, PDGFB, PDGFRA, PDGFRB, PLA2G10, PLA2G12A, PLA2G12B, PLA2G1B, PLA2G2A, PLA2G2C, PLA2G2D, PLA2G2E, PLA2G2F, PLA2G3, PLA2G4A, PLA2G4B, PLA2G4E, PLA2G5, PLA2G6, PPM1A, PPM1B, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, PPP5C, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG, PRKX, PTPN5, PTPN7, PTPRR, RAC1, RAC2, RAC3, RAF1, RAP1A, RAP1B, RAPGEF2, RASA1, RASA2, RASGRF1, RASGRF2, RASGRP1, RASGRP2, RASGRP3, RASGRP4, RELA, RELB, RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4, RPS6KA5, RPS6KA6, RRAS, RRAS2, SOS1, SOS2, SRF, STK3, STK4, STMN1, TAB1, TAB2, TAOK1, TAOK2, TAOK3, TGFB1, TGFB2, TGFB3, TGFBR1, TGFBR2, TNF, TNFRSF1A, TP53, TRAF2, TRAF6, ZAK]
KEGG:04723	Retrograde endocannabinoid signaling	81	9.21E-24	67	99	 GABRB3  GRM1  GNGT1  RIMS1  GRM5  GNGT2  PRKACG  PRKACA  PRKACB  PRKCG  PRKCB  PRKCA  PLCB3  ADCY9  PLCB4  PLCB1  PLCB2  GRIA1  GRIA2  CACNA1B  GNAI3  ITPR1  ADCY4  ADCY3  ITPR2  CACNA1A  ITPR3  ADCY2  CACNA1C  ADCY1  ADCY8  ADCY7  GNAI1  ADCY6  ADCY5  GNAI2  MAPK9  GNG10  MAPK8  GNG3  GNG2  GNG5  CNR1  GNG4  GNG7  MAPK1  GNG8  CACNA1S  KCNJ3  MAPK3  GRIA4  KCNJ5  KCNJ6  GNG12  MAPK14  GNG11  MAPK12  MAPK13  GNG13  MAPK10  GNAO1  MAPK11  GNB2  GNAQ  GNB1  GNB3  GNB5 	[ABHD6, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1S, CNR1, DAGLA, DAGLB, FAAH, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GNAI1, GNAI2, GNAI3, GNAO1, GNAQ, GNB1, GNB2, GNB3, GNB4, GNB5, GNG10, GNG11, GNG12, GNG13, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GNGT1, GNGT2, GRIA1, GRIA2, GRIA3, GRIA4, GRM1, GRM5, ITPR1, ITPR2, ITPR3, KCNJ3, KCNJ5, KCNJ6, KCNJ9, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, MGLL, NAPEPLD, PLCB1, PLCB2, PLCB3, PLCB4, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG, PRKX, PTGS2, RIMS1, SLC17A6, SLC17A7, SLC17A8, SLC32A1]
KEGG:04070	Phosphatidylinositol signaling system	22	1.91E-23	50	80	 DGKG  PI4K2B  DGKD  CALML5  DGKB  INPPL1  PTEN  PIK3CD  PIK3CB  PIK3C2B  PLCZ1  IMPA2  PLCE1  PIP4K2C  PRKCG  PRKCB  PRKCA  DGKZ  ITPKB  PLCB3  PLCB4  PIK3CA  DGKQ  ITPKA  PLCB1  PLCB2  DGKI  DGKH  ITPR1  ITPR2  PIK3R3  ITPR3  PIK3R2  PIK3R1  INPP5A  INPP5D  INPP5E  PLCG2  INPP5J  PIP5K1A  PLCG1  SYNJ2  PIKFYVE  SYNJ1  CALM3  PI4KB  CALM1  PLCD3  CALM2  PLCD1 	[CALM1, CALM2, CALM3, CALML3, CALML5, CALML6, CDIPT, CDS1, CDS2, DGKA, DGKB, DGKD, DGKE, DGKG, DGKH, DGKI, DGKQ, DGKZ, IMPA1, IMPA2, IMPAD1, INPP1, INPP4A, INPP4B, INPP5A, INPP5B, INPP5D, INPP5E, INPP5J, INPP5K, INPPL1, IPPK, ITPK1, ITPKA, ITPKB, ITPR1, ITPR2, ITPR3, MTM1, OCRL, PI4K2A, PI4K2B, PI4KA, PI4KB, PIK3C2A, PIK3C2B, PIK3C2G, PIK3C3, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PIKFYVE, PIP4K2A, PIP4K2B, PIP4K2C, PIP5K1A, PIP5K1B, PIP5K1C, PLCB1, PLCB2, PLCB3, PLCB4, PLCD1, PLCD3, PLCD4, PLCE1, PLCG1, PLCG2, PLCZ1, PRKCA, PRKCB, PRKCG, PTEN, SYNJ1, SYNJ2]
KEGG:04664	Fc epsilon RI signaling pathway	322	2.33E-23	65	81	 PIK3CD  PIK3CB  TNF  AKT2  AKT3  RAC2  AKT1  RAC3  RAC1  HRAS  PDK1  VAV3  MAP2K3  MAP2K4  MAP2K1  PLA2G12A  FCER1G  MAP2K2  SYK  PRKCB  PRKCE  PRKCD  PLA2G4A  PRKCA  GAB2  VAV1  VAV2  PIK3CA  PLA2G10  BTK  LCP2  SOS1  RAF1  SOS2  PLA2G1B  PIK3R3  PIK3R2  PIK3R1  PLA2G5  PLA2G6  PIK3R5  MAPK9  MAPK8  NRAS  INPP5D  PLCG2  MAPK1  FYN  PLCG1  MAP2K7  MAPK3  MAP2K6  LYN  PLA2G2F  PLA2G2D  PLA2G2A  MAPK14  MAPK12  MAPK13  MAPK10  IL4  MAPK11  GRB2  KRAS  LAT 	[AKT1, AKT2, AKT3, BTK, CSF2, FCER1A, FCER1G, FYN, GAB2, GRB2, HRAS, IL13, IL3, IL4, IL5, INPP5D, JMJD7-PLA2G4B, KRAS, LAT, LCP2, LOC100132941, LOC100291917, LYN, MAP2K1, MAP2K2, MAP2K3, MAP2K4, MAP2K6, MAP2K7, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, MS4A2, NRAS, PDK1, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLA2G10, PLA2G12A, PLA2G12B, PLA2G1B, PLA2G2A, PLA2G2C, PLA2G2D, PLA2G2E, PLA2G2F, PLA2G3, PLA2G4A, PLA2G4B, PLA2G4E, PLA2G5, PLA2G6, PLCG1, PLCG2, PRKCA, PRKCB, PRKCD, PRKCE, RAC1, RAC2, RAC3, RAF1, SOS1, SOS2, SYK, TNF, VAV1, VAV2, VAV3]
KEGG:03020	RNA polymerase	9	2.89E-23	20	31	 POLR3A  POLR2A  POLR3B  POLR1A  POLR2C  POLR1B  POLR3D  POLR2D  POLR3E  POLR1D  POLR2E  POLR2F  POLR1E  POLR2G  POLR3H  POLR2H  POLR2I  POLR2J  POLR3K  POLR2L 	[POLR1A, POLR1B, POLR1C, POLR1D, POLR1E, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2J2, POLR2J3, POLR2K, POLR2L, POLR3A, POLR3B, POLR3C, POLR3D, POLR3E, POLR3F, POLR3G, POLR3GL, POLR3H, POLR3K, TWISTNB, ZNRD1]
KEGG:04726	Serotonergic synapse	18	1.54E-22	69	122	 GABRB3  APP  HTR2B  HTR2A  HTR4  GNGT1  HTR6  GNGT2  PRKACG  CASP3  PRKACA  HRAS  PRKACB  PRKCG  MAP2K1  KCND2  PRKCB  DUSP1  TRPC1  PLA2G4A  PRKCA  PLCB3  PLCB4  PLCB1  RAF1  PLCB2  TPH2  DDC  MAOB  MAOA  CACNA1B  GNAI3  ITPR1  ITPR2  CACNA1A  ITPR3  CACNA1C  GNAI1  ADCY5  GNAI2  PTGS1  GNG10  GNG3  NRAS  GNG2  GNG5  GNG4  ALOX5  GNG7  MAPK1  GNG8  CACNA1S  KCNJ3  MAPK3  KCNJ5  KCNJ6  HTR1F  BRAF  GNG12  GNG11  GNG13  GNAO1  GNB2  GNAQ  GNB1  GNAS  GNB3  KRAS  GNB5 	[ADCY5, ALOX12, ALOX12B, ALOX15, ALOX15B, ALOX5, APP, ARAF, BRAF, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1S, CASP3, CYP2C18, CYP2C19, CYP2C8, CYP2C9, CYP2D6, CYP2J2, CYP4X1, DDC, DUSP1, GABRB1, GABRB2, GABRB3, GNAI1, GNAI2, GNAI3, GNAO1, GNAQ, GNAS, GNB1, GNB2, GNB3, GNB4, GNB5, GNG10, GNG11, GNG12, GNG13, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GNGT1, GNGT2, HRAS, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR3A, HTR3B, HTR3C, HTR3D, HTR3E, HTR4, HTR5A, HTR6, HTR7, ITPR1, ITPR2, ITPR3, JMJD7-PLA2G4B, KCND2, KCNJ3, KCNJ5, KCNJ6, KCNJ9, KCNN2, KRAS, MAOA, MAOB, MAP2K1, MAPK1, MAPK3, NRAS, PLA2G10, PLA2G12A, PLA2G12B, PLA2G1B, PLA2G2A, PLA2G2C, PLA2G2D, PLA2G2E, PLA2G2F, PLA2G3, PLA2G4A, PLA2G4B, PLA2G4E, PLA2G5, PLA2G6, PLCB1, PLCB2, PLCB3, PLCB4, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG, PRKX, PTGS1, PTGS2, RAF1, RAPGEF3, SLC18A1, SLC18A2, SLC6A4, TPH1, TPH2, TRPC1]
KEGG:04722	Neurotrophin signaling pathway	497	3.03E-22	113	127	 CALML5  IRS1  IRS4  IRS2  CALML3  CRKL  RPS6KA4  RPS6KA3  RPS6KA5  RPS6KA2  AKT2  ARHGDIA  RPS6KA1  AKT3  AKT1  MAP3K5  PDK1  MAP2K1  MAP2K2  PRKCD  FRS2  MAPKAPK2  RAF1  TP53  ATF4  SHC3  SHC1  MAGED1  PSEN2  PIK3R3  PIK3R2  PIK3R1  PSEN1  FOXO3  PIK3R5  RAP1B  RAP1A  IRAK1  IRAK2  ABL1  PLCG2  PLCG1  MAP2K7  MAP2K5  NGFR  JUN  BDNF  BRAF  NFKB1  NFKBIA  BCL2  CALM3  GRB2  CALM1  NFKBIE  CALM2  TP73  NFKBIB  YWHAE  GSK3B  YWHAB  PIK3CD  FASLG  PIK3CB  PIK3CG  IKBKB  YWHAQ  RAC1  HRAS  YWHAG  YWHAH  RIPK2  GAB1  NGF  YWHAZ  RHOA  PIK3CA  TRAF6  RAPGEF1  SOS1  CRK  SOS2  CAMK2B  CAMK2D  CAMK2A  RELA  CDC42  MAPK9  NRAS  MAPK8  MAPK7  NTF3  MAPK1  CAMK2G  SH2B2  MAPK3  SH2B1  NTRK1  NTRK2  MAP3K3  MAP3K1  BAD  SORT1  KIDINS220  NTRK3  PTPN11  MAPK14  MAPK12  MAPK13  MAPK10  MAPK11  BAX  KRAS 	[ABL1, AKT1, AKT2, AKT3, ARHGDIA, ARHGDIB, ATF4, BAD, BAX, BCL2, BDNF, BRAF, CALM1, CALM2, CALM3, CALML3, CALML5, CALML6, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CAMK4, CDC42, CRK, CRKL, FASLG, FOXO3, FRS2, GAB1, GRB2, GSK3B, HRAS, IKBKB, IRAK1, IRAK2, IRAK3, IRAK4, IRS1, IRS2, IRS4, JUN, KIDINS220, KRAS, MAGED1, MAP2K1, MAP2K2, MAP2K5, MAP2K7, MAP3K1, MAP3K3, MAP3K5, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK7, MAPK8, MAPK9, MAPKAPK2, MATK, NFKB1, NFKBIA, NFKBIB, NFKBIE, NGF, NGFR, NGFRAP1, NRAS, NTF3, NTF4, NTRK1, NTRK2, NTRK3, PDK1, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLCG1, PLCG2, PRDM4, PRKCD, PSEN1, PSEN2, PTPN11, RAC1, RAF1, RAP1A, RAP1B, RAPGEF1, RELA, RHOA, RIPK2, RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4, RPS6KA5, RPS6KA6, SH2B1, SH2B2, SH2B3, SHC1, SHC2, SHC3, SHC4, SORT1, SOS1, SOS2, TP53, TP73, TRAF6, YWHAB, YWHAE, YWHAG, YWHAH, YWHAQ, YWHAZ, ZNF274]
KEGG:04310	Wnt signaling pathway	44	5.63E-22	81	151	 GSK3B  PPP3CA  FRAT1  PPP3CC  CCND2  FRAT2  PPP2R1B  CCND1  SOX17  PPP2R1A  PPP2R5E  MYC  PRKACG  RAC2  EP300  PRKACA  BTRC  PRKACB  MAP3K7  MMP7  PRKCB  WNT5A  CSNK2A2  AXIN1  PPP2R5B  PPP2R5A  CACYBP  PPP2R5D  PRKCA  AXIN2  CSNK1E  PPP2R5C  SENP2  DKK2  RBX1  PLCB3  PLCB4  TBL1XR1  PLCB1  PLCB2  TP53  CAMK2B  CAMK2D  CTBP2  CTBP1  LEF1  TCF7  CAMK2A  LRP5  CUL1  PSEN1  NLK  LRP6  PPP2CA  MAPK9  MAPK8  PPP3R1  DVL1  DVL2  DVL3  WNT1  CAMK2G  FZD1  TCF7L2  JUN  SMAD4  CREBBP  TCF7L1  SMAD3  FZD2  FZD5  CSNK1A1  FZD7  NFATC3  NFATC2  FZD8  NFATC1  NFATC4  MAPK10  FOSL1  CTNNB1 	[APC, APC2, AXIN1, AXIN2, BTRC, CACYBP, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CCND1, CCND2, CCND3, CER1, CHD8, CHP, CHP2, CREBBP, CSNK1A1, CSNK1A1L, CSNK1E, CSNK2A1, CSNK2A2, CSNK2B, CTBP1, CTBP2, CTNNB1, CTNNBIP1, CUL1, CXXC4, DAAM1, DAAM2, DKK1, DKK2, DKK4, DVL1, DVL2, DVL3, EP300, FBXW11, FOSL1, FRAT1, FRAT2, FZD1, FZD10, FZD2, FZD3, FZD4, FZD5, FZD6, FZD7, FZD8, FZD9, GPC4, GSK3B, JUN, LEF1, LRP5, LRP6, MAP3K7, MAPK10, MAPK8, MAPK9, MMP7, MYC, NFAT5, NFATC1, NFATC2, NFATC3, NFATC4, NKD1, NKD2, NLK, PLCB1, PLCB2, PLCB3, PLCB4, PORCN, PPARD, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, PPP2R5A, PPP2R5B, PPP2R5C, PPP2R5D, PPP2R5E, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, PRICKLE1, PRICKLE2, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG, PRKX, PSEN1, RAC1, RAC2, RAC3, RBX1, RHOA, ROCK1, ROCK2, RUVBL1, SENP2, SFRP1, SFRP2, SFRP4, SFRP5, SIAH1, SKP1, SMAD2, SMAD3, SMAD4, SOX17, TBL1X, TBL1XR1, TBL1Y, TCF7, TCF7L1, TCF7L2, TP53, VANGL1, VANGL2, WIF1, WNT1, WNT10A, WNT10B, WNT11, WNT16, WNT2, WNT2B, WNT3, WNT3A, WNT4, WNT5A, WNT5B, WNT6, WNT7A, WNT7B, WNT8A, WNT8B, WNT9A, WNT9B]
KEGG:04512	ECM-receptor interaction	39	3.02E-21	64	85	 ITGB1  ITGB5  ITGB4  ITGB3  ITGA2B  TNC  LAMC2  LAMC1  DAG1  ITGB8  TNR  ITGB7  ITGAV  ITGB6  CD36  VWF  ITGA4  GP1BB  ITGA3  ITGA2  ITGA1  GP1BA  HSPG2  COL2A1  COL4A2  COL4A1  COL4A4  COL6A2  COL6A1  ITGA8  COL4A6  COL6A3  COL4A5  ITGA7  ITGA6  ITGA5  CD44  ITGA9  LAMA5  LAMA2  LAMA1  LAMA4  SDC2  LAMA3  SDC3  HMMR  THBS2  THBS1  THBS3  VTN  SV2A  CHAD  SPP1  LAMB3  LAMB2  FN1  LAMB1  GP6  GP5  COL1A1  GP9  COL3A1  COL1A2  ITGA11 	[AGRN, CD36, CD44, CD47, CHAD, COL11A1, COL11A2, COL1A1, COL1A2, COL2A1, COL3A1, COL4A1, COL4A2, COL4A4, COL4A5, COL4A6, COL5A1, COL5A2, COL5A3, COL6A1, COL6A2, COL6A3, COL6A6, COMP, DAG1, FN1, GP1BA, GP1BB, GP5, GP6, GP9, HMMR, HSPG2, IBSP, ITGA1, ITGA10, ITGA11, ITGA2, ITGA2B, ITGA3, ITGA4, ITGA5, ITGA6, ITGA7, ITGA8, ITGA9, ITGAV, ITGB1, ITGB3, ITGB4, ITGB5, ITGB6, ITGB7, ITGB8, LAMA1, LAMA2, LAMA3, LAMA4, LAMA5, LAMB1, LAMB2, LAMB3, LAMB4, LAMC1, LAMC2, LAMC3, RELN, SDC1, SDC2, SDC3, SDC4, SPP1, SV2A, SV2B, SV2C, THBS1, THBS2, THBS3, THBS4, TNC, TNN, TNR, TNXB, VTN, VWF]
KEGG:04540	Gap junction	69	1.17E-20	70	89	 GUCY1B3  HTR2B  HTR2A  GRM1  GRM5  TUBA1B  TUBB3  PRKACG  PRKG2  PRKACA  HRAS  PRKACB  PRKG1  PRKCG  PDGFRB  GUCY1A3  PDGFRA  GUCY1A2  MAP2K1  PRKCB  TUBB  PRKCA  CSNK1D  TUBA4A  GJD2  PLCB3  TUBB2B  ADCY9  PLCB4  TUBB2A  PLCB1  SOS1  RAF1  PLCB2  SRC  ADCY4  GNAI3  ITPR1  PDGFB  ADCY3  ITPR2  ADCY2  ITPR3  ADRB1  ADCY1  ADCY8  ADCY7  EGFR  GNAI1  ADCY6  ADCY5  GNAI2  NRAS  TUBA3C  GNA11  PDGFD  PDGFC  MAPK1  DRD1  DRD2  MAP2K5  MAPK3  MAP3K2  EGF  TJP1  GNAQ  GNAS  GRB2  KRAS  TUBA8 	[ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ADRB1, CDK1, CSNK1D, DRD1, DRD2, EGF, EGFR, GJA1, GJD2, GNA11, GNAI1, GNAI2, GNAI3, GNAQ, GNAS, GRB2, GRM1, GRM5, GUCY1A2, GUCY1A3, GUCY1B3, HRAS, HTR2A, HTR2B, HTR2C, ITPR1, ITPR2, ITPR3, KRAS, LPAR1, MAP2K1, MAP2K2, MAP2K5, MAP3K2, MAPK1, MAPK3, MAPK7, NRAS, PDGFA, PDGFB, PDGFC, PDGFD, PDGFRA, PDGFRB, PLCB1, PLCB2, PLCB3, PLCB4, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG, PRKG1, PRKG2, PRKX, RAF1, SOS1, SOS2, SRC, TJP1, TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBA8, TUBAL3, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB2C, TUBB3, TUBB4, TUBB6, TUBB8]
