GOID	Ontology Source	GOTerm	GOLevels	GOGroups	Nr. Genes	% Associated Genes	Term PValue	Term PValue Corrected with Bonferroni	Group PValue	Group PValue Corrected with Bonferroni	Associated Genes Found	All Associated Genes	OverViewTerm
KEGG:05100	KEGG_14.03.2012	Bacterial invasion of epithelial cells	[-1]	[Group0]	21	30	4.44E-18	1.91E-16	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[BCAR1, CAV1, CBL, CBLB, CBLC, CD2AP, CRK, CRKL, CTNNB1, GAB1, MET, PIK3R1, PIK3R2, PIK3R3, PTK2, PXN, SHC1, SHC2, SHC3, SRC, WAS]	[ACTB, ACTG1, ARHGAP10, ARHGEF26, ARPC1A, ARPC1B, ARPC2, ARPC3, ARPC4, ARPC5, ARPC5L, BCAR1, CAV1, CAV2, CAV3, CBL, CBLB, CBLC, CD2AP, CDC42, CDH1, CLTA, CLTB, CLTC, CLTCL1, CRK, CRKL, CTNNA1, CTNNA2, CTNNA3, CTNNB1, CTTN, DNM1, DNM1L, DNM2, DNM3, DOCK1, ELMO1, FN1, GAB1, HCLS1, ILK, ITGA5, ITGB1, MAD2L2, MET, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PTK2, PXN, RAC1, RHOA, RHOG, SEPT1, SHC1, SHC2, SHC3, SHC4, SRC, VCL, WAS, WASF1, WASF2, WASL]	FALSE
KEGG:04664	KEGG_14.03.2012	Fc epsilon RI signaling pathway	[-1]	[Group0]	22	27.160494	7.39E-18	3.18E-16	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[BTK, FYN, GAB2, GRB2, INPP5D, LAT, LCP2, LYN, MAPK1, MAPK3, PIK3R1, PIK3R2, PIK3R3, PLCG1, PLCG2, PRKCD, SOS1, SOS2, SYK, VAV1, VAV2, VAV3]	[AKT1, AKT2, AKT3, BTK, CSF2, FCER1A, FCER1G, FYN, GAB2, GRB2, HRAS, IL13, IL3, IL4, IL5, INPP5D, JMJD7-PLA2G4B, KRAS, LAT, LCP2, LOC100132941, LOC100291917, LYN, MAP2K1, MAP2K2, MAP2K3, MAP2K4, MAP2K6, MAP2K7, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, MS4A2, NRAS, PDK1, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLA2G10, PLA2G12A, PLA2G12B, PLA2G1B, PLA2G2A, PLA2G2C, PLA2G2D, PLA2G2E, PLA2G2F, PLA2G3, PLA2G4A, PLA2G4B, PLA2G4E, PLA2G5, PLA2G6, PLCG1, PLCG2, PRKCA, PRKCB, PRKCD, PRKCE, RAC1, RAC2, RAC3, RAF1, SOS1, SOS2, SYK, TNF, VAV1, VAV2, VAV3]	FALSE
KEGG:04910	KEGG_14.03.2012	Insulin signaling pathway	[-1]	[Group0]	27	19.565218	9.73E-18	4.18E-16	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[CBL, CBLB, CBLC, CRK, CRKL, GRB2, INPP5D, IRS2, IRS4, MAPK1, MAPK3, PDPK1, PIK3R1, PIK3R2, PIK3R3, PTPN1, PTPRF, RAPGEF1, SH2B2, SHC1, SHC2, SHC3, SOCS1, SOCS2, SOCS3, SOS1, SOS2]	[ACACA, ACACB, AKT1, AKT2, AKT3, ARAF, BAD, BRAF, CALM1, CALM2, CALM3, CALML3, CALML5, CALML6, CBL, CBLB, CBLC, CRK, CRKL, EIF4E, EIF4E1B, EIF4E2, EIF4EBP1, ELK1, EXOC7, FASN, FBP1, FBP2, FLOT1, FLOT2, FOXO1, G6PC, G6PC2, GCK, GRB2, GSK3B, GYS1, GYS2, HK1, HK2, HK3, HKDC1, HRAS, IKBKB, INPP5D, INPP5K, INS, INSR, IRS1, IRS2, IRS4, KRAS, LIPE, MAP2K1, MAP2K2, MAPK1, MAPK10, MAPK3, MAPK8, MAPK9, MKNK1, MKNK2, MTOR, NRAS, PCK1, PCK2, PDE3A, PDE3B, PDPK1, PHKA1, PHKA2, PHKB, PHKG1, PHKG2, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PKLR, PPARGC1A, PPP1CA, PPP1CB, PPP1CC, PPP1R3A, PPP1R3B, PPP1R3C, PPP1R3D, PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKACA, PRKACB, PRKACG, PRKAG1, PRKAG2, PRKAG3, PRKAR1A, PRKAR1B, PRKAR2A, PRKAR2B, PRKCI, PRKCZ, PRKX, PTPN1, PTPRF, PYGB, PYGL, PYGM, RAF1, RAPGEF1, RHEB, RHOQ, RPS6, RPS6KB1, RPS6KB2, RPTOR, SH2B2, SHC1, SHC2, SHC3, SHC4, SLC2A4, SOCS1, SOCS2, SOCS3, SOCS4, SORBS1, SOS1, SOS2, SREBF1, TRIP10, TSC1, TSC2]	FALSE
KEGG:04380	KEGG_14.03.2012	Osteoclast differentiation	[-1]	[Group0]	25	19.53125	1.88E-16	8.07E-15	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[BLNK, BTK, CSF1R, FCGR1A, FCGR2B, FCGR2C, FYN, GAB2, GRB2, IFNAR1, ITGB3, JAK1, LCK, LCP2, MAPK1, MAPK3, PIK3R1, PIK3R2, PIK3R3, PLCG2, SOCS1, SOCS3, STAT1, SYK, TEC]	[ACP5, AKT1, AKT2, AKT3, BLNK, BTK, CALCR, CAMK4, CHUK, CREB1, CSF1, CSF1R, CTSK, CYBA, CYBB, CYLD, FCGR1A, FCGR2A, FCGR2B, FCGR2C, FCGR3A, FCGR3B, FHL2, FOS, FOSB, FOSL1, FOSL2, FYN, GAB2, GRB2, IFNAR1, IFNAR2, IFNB1, IFNG, IFNGR1, IFNGR2, IKBKB, IKBKG, IL1A, IL1B, IL1R1, IRF9, ITGB3, JAK1, JUN, JUNB, JUND, LCK, LCP2, LILRA1, LILRA2, LILRA3, LILRA4, LILRA6, LILRB1, LILRB2, LILRB3, LILRB4, LILRB5, MAP2K1, MAP2K6, MAP2K7, MAP3K14, MAP3K7, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, MITF, NCF1, NCF2, NCF4, NFATC1, NFATC2, NFKB1, NFKB2, NFKBIA, NOX1, NOX3, OSCAR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLCG2, PPARG, PPP3CA, PPP3CB, PPP3CC, RAC1, RELA, RELB, SIRPA, SIRPB1, SIRPG, SOCS1, SOCS3, SPI1, SQSTM1, STAT1, STAT2, SYK, TAB1, TAB2, TEC, TGFB1, TGFB2, TGFBR1, TGFBR2, TNF, TNFRSF11A, TNFRSF11B, TNFRSF1A, TNFSF11, TRAF2, TRAF6, TREM2, TYK2, TYROBP]	FALSE
KEGG:05200	KEGG_14.03.2012	Pathways in cancer	[-1]	[Group0]	37	11.280488	8.62E-16	3.71E-14	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[ABL1, BCR, CBL, CBLB, CBLC, CRK, CRKL, CSF1R, CSF3R, CTNNB1, EGFR, ERBB2, FASLG, FGFR1, GRB2, IGF1R, JAK1, KIT, MAPK1, MAPK3, MET, NTRK1, PDGFRA, PDGFRB, PIK3R1, PIK3R2, PIK3R3, PLCG1, PLCG2, PTK2, RET, SOS1, SOS2, STAT1, STAT3, STAT5A, STAT5B]	[ABL1, AKT1, AKT2, AKT3, APC, APC2, APPL1, AR, ARAF, ARNT, ARNT2, AXIN1, AXIN2, BAD, BAX, BCL2, BCL2L1, BCR, BID, BIRC2, BIRC3, BIRC5, BIRC7, BIRC8, BMP2, BMP4, BRAF, BRCA2, CASP3, CASP8, CASP9, CBL, CBLB, CBLC, CCDC6, CCNA1, CCND1, CCNE1, CCNE2, CDC42, CDH1, CDK2, CDK4, CDK6, CDKN1A, CDKN1B, CDKN2A, CDKN2B, CEBPA, CHUK, CKS1B, COL4A1, COL4A2, COL4A4, COL4A5, COL4A6, CREBBP, CRK, CRKL, CSF1R, CSF2RA, CSF3R, CTBP1, CTBP2, CTNNA1, CTNNA2, CTNNA3, CTNNB1, CUL2, CYCS, DAPK1, DAPK2, DAPK3, DCC, DVL1, DVL2, DVL3, E2F1, E2F2, E2F3, EGF, EGFR, EGLN1, EGLN2, EGLN3, EP300, EPAS1, ERBB2, ETS1, FADD, FAS, FASLG, FGF1, FGF10, FGF11, FGF12, FGF13, FGF14, FGF16, FGF17, FGF18, FGF19, FGF2, FGF20, FGF21, FGF22, FGF23, FGF3, FGF4, FGF5, FGF6, FGF7, FGF8, FGF9, FGFR1, FGFR2, FGFR3, FH, FIGF, FLT3, FLT3LG, FN1, FOS, FOXO1, FZD1, FZD10, FZD2, FZD3, FZD4, FZD5, FZD6, FZD7, FZD8, FZD9, GLI1, GLI2, GLI3, GRB2, GSK3B, GSTP1, HDAC1, HDAC2, HGF, HHIP, HIF1A, HRAS, HSP90AA1, HSP90AB1, HSP90B1, IGF1, IGF1R, IKBKB, IKBKG, IL6, IL8, ITGA2, ITGA2B, ITGA3, ITGA6, ITGAV, ITGB1, JAK1, JUN, JUP, KIT, KITLG, KLK3, KRAS, LAMA1, LAMA2, LAMA3, LAMA4, LAMA5, LAMB1, LAMB2, LAMB3, LAMB4, LAMC1, LAMC2, LAMC3, LEF1, MAP2K1, MAP2K2, MAPK1, MAPK10, MAPK3, MAPK8, MAPK9, MAX, MDM2, MECOM, MET, MITF, MLH1, MMP1, MMP2, MMP9, MSH2, MSH3, MSH6, MTOR, MYC, NCOA4, NFKB1, NFKB2, NFKBIA, NKX3-1, NOS2, NRAS, NTRK1, PAX8, PDGFA, PDGFB, PDGFRA, PDGFRB, PGF, PIAS1, PIAS2, PIAS3, PIAS4, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLCG1, PLCG2, PLD1, PML, PPARD, PPARG, PRKCA, PRKCB, PRKCG, PTCH1, PTCH2, PTEN, PTGS2, PTK2, RAC1, RAC2, RAC3, RAD51, RAF1, RALA, RALB, RALBP1, RALGDS, RARA, RARB, RASSF1, RASSF5, RB1, RBX1, RELA, RET, RHOA, RUNX1, RUNX1T1, RXRA, RXRB, RXRG, SHH, SKP2, SLC2A1, SMAD2, SMAD3, SMAD4, SMO, SOS1, SOS2, SPI1, STAT1, STAT3, STAT5A, STAT5B, STK36, STK4, SUFU, TCEB1, TCEB2, TCF7, TCF7L1, TCF7L2, TFG, TGFA, TGFB1, TGFB2, TGFB3, TGFBR1, TGFBR2, TP53, TPM3, TPR, TRAF1, TRAF2, TRAF3, TRAF4, TRAF5, TRAF6, VEGFA, VEGFB, VEGFC, VHL, WNT1, WNT10A, WNT10B, WNT11, WNT16, WNT2, WNT2B, WNT3, WNT3A, WNT4, WNT5A, WNT5B, WNT6, WNT7A, WNT7B, WNT8A, WNT8B, WNT9A, WNT9B, XIAP, ZBTB16]	FALSE
KEGG:05214	KEGG_14.03.2012	Glioma	[-1]	[Group0]	17	26.153847	1.02E-13	4.40E-12	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[EGFR, GRB2, IGF1R, MAPK1, MAPK3, PDGFRA, PDGFRB, PIK3R1, PIK3R2, PIK3R3, PLCG1, PLCG2, SHC1, SHC2, SHC3, SOS1, SOS2]	[AKT1, AKT2, AKT3, ARAF, BRAF, CALM1, CALM2, CALM3, CALML3, CALML5, CALML6, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CCND1, CDK4, CDK6, CDKN1A, CDKN2A, E2F1, E2F2, E2F3, EGF, EGFR, GRB2, HRAS, IGF1, IGF1R, KRAS, MAP2K1, MAP2K2, MAPK1, MAPK3, MDM2, MTOR, NRAS, PDGFA, PDGFB, PDGFRA, PDGFRB, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLCG1, PLCG2, PRKCA, PRKCB, PRKCG, PTEN, RAF1, RB1, SHC1, SHC2, SHC3, SHC4, SOS1, SOS2, TGFA, TP53]	FALSE
KEGG:04520	KEGG_14.03.2012	Adherens junction	[-1]	[Group0]	17	23.287672	8.20E-13	3.53E-11	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[CTNNB1, EGFR, ERBB2, FGFR1, FYN, IGF1R, MAPK1, MAPK3, MET, PTPN1, PTPN6, PTPRB, PTPRF, PTPRJ, SRC, WAS, YES1]	[ACP1, ACTB, ACTG1, ACTN1, ACTN2, ACTN3, ACTN4, BAIAP2, CDC42, CDH1, CREBBP, CSNK2A1, CSNK2A2, CSNK2B, CTNNA1, CTNNA2, CTNNA3, CTNNB1, CTNND1, EGFR, EP300, ERBB2, FARP2, FER, FGFR1, FYN, IGF1R, INSR, IQGAP1, LEF1, LMO7, MAP3K7, MAPK1, MAPK3, MET, MLLT4, NLK, PARD3, PTPN1, PTPN6, PTPRB, PTPRF, PTPRJ, PTPRM, PVRL1, PVRL2, PVRL3, PVRL4, RAC1, RAC2, RAC3, RHOA, SMAD2, SMAD3, SMAD4, SNAI1, SNAI2, SORBS1, SRC, SSX2IP, TCF7, TCF7L1, TCF7L2, TGFBR1, TGFBR2, TJP1, VCL, WAS, WASF1, WASF2, WASF3, WASL, YES1]	FALSE
KEGG:05162	KEGG_14.03.2012	Measles	[-1]	[Group0]	21	15.441176	7.31E-12	3.14E-10	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[CBLB, CD28, CD3E, DOK1, FASLG, FCGR2B, FYN, IFNAR1, IL2RB, IL2RG, JAK1, JAK2, JAK3, PIK3R1, PIK3R2, PIK3R3, SH2D1A, STAT1, STAT3, STAT5A, STAT5B]	[ADAR, AKT1, AKT2, AKT3, BBC3, CBLB, CCND1, CCND2, CCND3, CCNE1, CCNE2, CD209, CD28, CD3D, CD3E, CD3G, CD46, CDK2, CDK4, CDK6, CDKN1B, CHUK, CLEC4M, CSNK2A1, CSNK2A2, CSNK2B, DDX58, DOK1, EIF2AK1, EIF2AK2, EIF2AK3, EIF2AK4, EIF2S1, EIF3H, FAS, FASLG, FCGR2B, FYN, GNB2L1, GSK3B, HSPA1A, HSPA1B, HSPA1L, HSPA2, HSPA6, HSPA8, IFIH1, IFNA1, IFNA10, IFNA13, IFNA14, IFNA16, IFNA17, IFNA2, IFNA21, IFNA4, IFNA5, IFNA6, IFNA7, IFNA8, IFNAR1, IFNAR2, IFNB1, IFNG, IFNGR1, IFNGR2, IKBKE, IL12A, IL12B, IL13, IL1A, IL1B, IL2, IL2RA, IL2RB, IL2RG, IL4, IL6, IRAK1, IRAK4, IRF3, IRF7, IRF9, JAK1, JAK2, JAK3, LOC100132941, LOC100291917, MAP3K7, MAVS, MSN, MX1, MYD88, NFKB1, NFKBIA, NFKBIB, OAS1, OAS2, OAS3, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PRKCQ, RAB9A, RAB9B, RCHY1, RELA, SH2D1A, SLAMF1, STAT1, STAT2, STAT3, STAT5A, STAT5B, TAB2, TACR1, TBK1, TLR2, TLR4, TLR7, TLR9, TNFAIP3, TNFRSF10A, TNFRSF10B, TNFRSF10C, TNFRSF10D, TNFSF10, TP53, TP73, TRAF6, TYK2]	FALSE
KEGG:04930	KEGG_14.03.2012	Type II diabetes mellitus	[-1]	[Group0]	13	27.083334	5.81E-11	2.50E-09	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[IRS2, IRS4, MAFA, MAPK1, MAPK3, PIK3R1, PIK3R2, PIK3R3, PRKCD, SLC2A2, SOCS1, SOCS2, SOCS3]	[ABCC8, ADIPOQ, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1E, CACNA1G, GCK, HK1, HK2, HK3, HKDC1, IKBKB, INS, INSR, IRS1, IRS2, IRS4, KCNJ11, MAFA, MAPK1, MAPK10, MAPK3, MAPK8, MAPK9, MTOR, PDX1, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PKLR, PKM2, PRKCD, PRKCE, PRKCZ, SLC2A2, SLC2A4, SOCS1, SOCS2, SOCS3, SOCS4, TNF]	FALSE
KEGG:04144	KEGG_14.03.2012	Endocytosis	[-1]	[None]	24	11.881188	6.50E-11	2.80E-09	{None=NaN}	{None=NaN}	[ASAP1, ASAP2, CAV1, CBL, CBLB, CBLC, CSF1R, CXCR4, EGFR, ERBB3, ERBB4, FLT1, IGF1R, IL2RB, IL2RG, KDR, KIT, MET, NTRK1, PDGFRA, PLD2, RET, SH3KBP1, SRC]	[ACAP1, ACAP2, ACAP3, ADRB1, ADRB2, ADRB3, ADRBK1, ADRBK2, AGAP1, AGAP2, AP2A1, AP2A2, AP2B1, AP2M1, AP2S1, ARAP1, ARAP2, ARAP3, ARF6, ARFGAP1, ARFGAP2, ARFGAP3, ARRB1, ARRB2, ASAP1, ASAP2, ASAP3, CAV1, CAV2, CAV3, CBL, CBLB, CBLC, CCR5, CDC42, CHMP1B, CHMP2A, CHMP2B, CHMP4A, CHMP4B, CHMP4C, CHMP5, CHMP6, CHMP7, CLTA, CLTB, CLTC, CLTCL1, CSF1R, CXCR1, CXCR2, CXCR4, DAB2, DNAJC6, DNM1, DNM1L, DNM2, DNM3, EEA1, EGF, EGFR, EHD1, EHD2, EHD3, EHD4, EPN1, EPN2, EPN3, EPS15, ERBB3, ERBB4, F2R, FAM125A, FAM125B, FGFR2, FGFR3, FGFR4, FLT1, FOLR1, FOLR2, FOLR3, FOLR4, GIT1, GIT2, GRK1, GRK4, GRK5, GRK6, GRK7, HGS, HLA-A, HLA-B, HLA-C, HLA-E, HLA-F, HLA-G, HRAS, HSPA1A, HSPA1B, HSPA1L, HSPA2, HSPA6, HSPA8, IGF1R, IL2RA, IL2RB, IL2RG, IQSEC1, IQSEC2, IQSEC3, ITCH, KDR, KIT, LDLR, LDLRAP1, MDM2, MET, NEDD4, NEDD4L, NTRK1, PARD3, PARD6A, PARD6B, PARD6G, PDCD6IP, PDGFRA, PIP5K1A, PIP5K1B, PIP5K1C, PIP5KL1, PLD1, PLD2, PML, PRKCI, PRKCZ, PSD, PSD2, PSD3, PSD4, RAB11A, RAB11B, RAB11FIP1, RAB11FIP2, RAB11FIP3, RAB11FIP4, RAB11FIP5, RAB22A, RAB31, RAB4A, RAB5A, RAB5B, RAB5C, RAB7A, RABEP1, RET, RHOA, RNF41, RUFY1, SH3GL1, SH3GL2, SH3GL3, SH3GLB1, SH3GLB2, SH3KBP1, SMAD2, SMAD3, SMAD6, SMAD7, SMAP1, SMAP2, SMURF1, SMURF2, SNF8, SRC, STAM, STAM2, STAMBP, TFRC, TGFB1, TGFB2, TGFB3, TGFBR1, TGFBR2, TRAF6, TSG101, USP8, VPS24, VPS25, VPS28, VPS36, VPS37A, VPS37B, VPS37C, VPS37D, VPS45, VPS4A, VPS4B, VTA1, WWP1, ZFYVE16, ZFYVE20, ZFYVE9]	TRUE
KEGG:05215	KEGG_14.03.2012	Prostate cancer	[-1]	[Group0]	16	17.977528	2.62E-10	1.13E-08	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[CTNNB1, EGFR, ERBB2, FGFR1, GRB2, IGF1R, MAPK1, MAPK3, PDGFRA, PDGFRB, PDPK1, PIK3R1, PIK3R2, PIK3R3, SOS1, SOS2]	[AKT1, AKT2, AKT3, AR, ARAF, ATF4, BAD, BCL2, BRAF, CASP9, CCND1, CCNE1, CCNE2, CDK2, CDKN1A, CDKN1B, CHUK, CREB1, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, CREBBP, CTNNB1, E2F1, E2F2, E2F3, EGF, EGFR, EP300, ERBB2, FGFR1, FGFR2, FOXO1, GRB2, GSK3B, GSTP1, HRAS, HSP90AA1, HSP90AB1, HSP90B1, IGF1, IGF1R, IKBKB, IKBKG, INS, INSRR, KLK3, KRAS, LEF1, MAP2K1, MAP2K2, MAPK1, MAPK3, MDM2, MTOR, NFKB1, NFKBIA, NKX3-1, NRAS, PDGFA, PDGFB, PDGFC, PDGFD, PDGFRA, PDGFRB, PDPK1, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PTEN, RAF1, RB1, RELA, SOS1, SOS2, SRD5A2, TCF7, TCF7L1, TCF7L2, TGFA, TP53]	FALSE
KEGG:05223	KEGG_14.03.2012	Non-small cell lung cancer	[-1]	[Group0]	13	24.074074	2.94E-10	1.26E-08	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[EGFR, ERBB2, GRB2, MAPK1, MAPK3, PDPK1, PIK3R1, PIK3R2, PIK3R3, PLCG1, PLCG2, SOS1, SOS2]	[AKT1, AKT2, AKT3, ARAF, BAD, BRAF, CASP9, CCND1, CDK4, CDK6, CDKN2A, E2F1, E2F2, E2F3, EGF, EGFR, ERBB2, FHIT, FOXO3, GRB2, HRAS, KRAS, MAP2K1, MAP2K2, MAPK1, MAPK3, NRAS, PDPK1, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLCG1, PLCG2, PRKCA, PRKCB, PRKCG, RAF1, RARB, RASSF1, RASSF5, RB1, RXRA, RXRB, RXRG, SOS1, SOS2, STK4, TGFA, TP53]	FALSE
KEGG:05340	KEGG_14.03.2012	Primary immunodeficiency	[-1]	[None]	11	29.72973	6.12E-10	2.63E-08	{None=NaN}	{None=NaN}	[BLNK, BTK, CD19, CD3E, CD79A, IL2RG, IL7R, JAK3, LCK, PTPRC, ZAP70]	[ADA, AICDA, AIRE, BLNK, BTK, CD19, CD3D, CD3E, CD4, CD40, CD40LG, CD79A, CD8A, CD8B, CIITA, DCLRE1C, ICOS, IGLL1, IKBKG, IL2RG, IL7R, JAK3, LCK, LOC100132941, LOC100291917, PTPRC, RAG1, RAG2, RFX5, RFXANK, RFXAP, TAP1, TAP2, TNFRSF13B, TNFRSF13C, UNG, ZAP70]	TRUE
KEGG:05211	KEGG_14.03.2012	Renal cell carcinoma	[-1]	[Group0]	14	20	8.37E-10	3.60E-08	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[CRK, CRKL, GAB1, GRB2, MAPK1, MAPK3, MET, PIK3R1, PIK3R2, PIK3R3, PTPN11, RAPGEF1, SOS1, SOS2]	[AKT1, AKT2, AKT3, ARAF, ARNT, ARNT2, BRAF, CDC42, CREBBP, CRK, CRKL, CUL2, EGLN1, EGLN2, EGLN3, EP300, EPAS1, ETS1, FH, FIGF, FLCN, GAB1, GRB2, HGF, HIF1A, HRAS, JUN, KRAS, MAP2K1, MAP2K2, MAPK1, MAPK3, MET, NRAS, PAK1, PAK2, PAK3, PAK4, PAK6, PAK7, PDGFB, PGF, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PTPN11, RAC1, RAF1, RAP1A, RAP1B, RAPGEF1, RBX1, SLC2A1, SOS1, SOS2, TCEB1, TCEB2, TGFA, TGFB1, TGFB2, TGFB3, VEGFA, VEGFB, VEGFC, VHL]	FALSE
KEGG:04810	KEGG_14.03.2012	Regulation of actin cytoskeleton	[-1]	[Group0]	23	10.849056	1.07E-09	4.59E-08	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[BCAR1, CRK, CRKL, EGFR, FGFR1, ITGB3, MAPK1, MAPK3, PDGFRA, PDGFRB, PIK3R1, PIK3R2, PIK3R3, PTK2, PXN, RRAS, SOS1, SOS2, SRC, VAV1, VAV2, VAV3, WAS]	[ABI2, ACTB, ACTG1, ACTN1, ACTN2, ACTN3, ACTN4, APC, APC2, ARAF, ARHGEF1, ARHGEF12, ARHGEF4, ARHGEF6, ARHGEF7, ARPC1A, ARPC1B, ARPC2, ARPC3, ARPC4, ARPC5, ARPC5L, BAIAP2, BCAR1, BDKRB1, BDKRB2, BRAF, C3orf10, CD14, CDC42, CFL1, CFL2, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CRK, CRKL, CYFIP1, CYFIP2, DIAPH1, DIAPH2, DIAPH3, DOCK1, EGF, EGFR, ENAH, EZR, F2, F2R, FGD1, FGD3, FGF1, FGF10, FGF11, FGF12, FGF13, FGF14, FGF16, FGF17, FGF18, FGF19, FGF2, FGF20, FGF21, FGF22, FGF23, FGF3, FGF4, FGF5, FGF6, FGF7, FGF8, FGF9, FGFR1, FGFR2, FGFR3, FGFR4, FN1, GIT1, GNA12, GNA13, GNG12, GRLF1, GSN, HRAS, INS, INSRR, IQGAP1, IQGAP2, IQGAP3, ITGA1, ITGA10, ITGA11, ITGA2, ITGA2B, ITGA3, ITGA4, ITGA5, ITGA6, ITGA7, ITGA8, ITGA9, ITGAD, ITGAE, ITGAL, ITGAM, ITGAV, ITGAX, ITGB1, ITGB2, ITGB3, ITGB4, ITGB5, ITGB6, ITGB7, ITGB8, KRAS, LIMK1, LIMK2, MAP2K1, MAP2K2, MAPK1, MAPK3, MOS, MRAS, MSN, MYH10, MYH14, MYH9, MYL10, MYL12A, MYL12B, MYL2, MYL5, MYL7, MYL9, MYLK, MYLK2, MYLK3, MYLPF, NCKAP1, NCKAP1L, NRAS, PAK1, PAK2, PAK3, PAK4, PAK6, PAK7, PDGFA, PDGFB, PDGFC, PDGFD, PDGFRA, PDGFRB, PFN1, PFN2, PFN3, PFN4, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PIKFYVE, PIP4K2A, PIP4K2B, PIP4K2C, PIP5K1A, PIP5K1B, PIP5K1C, PPP1CA, PPP1CB, PPP1CC, PPP1R12A, PTK2, PXN, RAC1, RAC2, RAC3, RAF1, RDX, RHOA, ROCK1, ROCK2, RRAS, RRAS2, SCIN, SLC9A1, SOS1, SOS2, SRC, SSH1, SSH2, SSH3, TIAM1, TIAM2, TMSB4X, TMSB4Y, VAV1, VAV2, VAV3, VCL, WAS, WASF1, WASF2, WASL]	FALSE
