GOID	Ontology Source	GOTerm	GOLevels	GOGroups	Nr. Genes	% Associated Genes	Term PValue	Term PValue Corrected with Bonferroni	Group PValue	Group PValue Corrected with Bonferroni	Associated Genes Found	All Associated Genes	OverViewTerm
KEGG:04062	KEGG_14.03.2012	Chemokine signaling pathway	[-1]	[Group1]	64	33.862434	1.77E-31	1.70E-29	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[ADRBK1, AKT1, AKT2, AKT3, ARRB1, BCAR1, BRAF, CCR5, CDC42, CRK, CRKL, CXCR4, FGR, FOXO3, GRB2, GSK3A, GSK3B, HCK, HRAS, IKBKB, ITK, JAK2, JAK3, LYN, MAP2K1, MAPK1, MAPK3, NCF1, NFKB1, PAK1, PARD3, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PLCB1, PRKACA, PRKACB, PRKACG, PRKCB, PRKCD, PRKCZ, PTK2, PTK2B, PXN, RAC1, RAF1, RELA, SHC1, SHC2, SHC3, SOS1, SOS2, SRC, STAT1, STAT2, STAT3, STAT5B, TIAM1, VAV1, VAV2, VAV3, WAS, WASL]	[ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ADRBK1, ADRBK2, AKT1, AKT2, AKT3, ARRB1, ARRB2, BCAR1, BRAF, CCL1, CCL11, CCL13, CCL14, CCL15, CCL16, CCL17, CCL18, CCL19, CCL2, CCL20, CCL21, CCL22, CCL23, CCL24, CCL25, CCL26, CCL27, CCL28, CCL3, CCL3L1, CCL3L3, CCL4, CCL4L1, CCL4L2, CCL5, CCL7, CCL8, CCR1, CCR10, CCR2, CCR3, CCR4, CCR5, CCR6, CCR7, CCR8, CCR9, CDC42, CHUK, CRK, CRKL, CX3CL1, CX3CR1, CXCL1, CXCL10, CXCL11, CXCL12, CXCL13, CXCL14, CXCL16, CXCL2, CXCL3, CXCL5, CXCL6, CXCL9, CXCR1, CXCR2, CXCR3, CXCR4, CXCR5, CXCR6, DOCK2, ELMO1, FGR, FOXO3, GNAI1, GNAI2, GNAI3, GNB1, GNB2, GNB3, GNB4, GNB5, GNG10, GNG11, GNG12, GNG13, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GNGT1, GNGT2, GRB2, GRK1, GRK4, GRK5, GRK6, GRK7, GSK3A, GSK3B, HCK, HRAS, IKBKB, IKBKG, IL8, ITK, JAK2, JAK3, KRAS, LYN, MAP2K1, MAPK1, MAPK3, NCF1, NFKB1, NFKBIA, NFKBIB, NRAS, PAK1, PARD3, PF4, PF4V1, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLCB1, PLCB2, PLCB3, PLCB4, PPBP, PREX1, PRKACA, PRKACB, PRKACG, PRKCB, PRKCD, PRKCZ, PRKX, PTK2, PTK2B, PXN, RAC1, RAC2, RAF1, RAP1A, RAP1B, RASGRP2, RELA, RHOA, ROCK1, ROCK2, SHC1, SHC2, SHC3, SHC4, SOS1, SOS2, SRC, STAT1, STAT2, STAT3, STAT5B, TIAM1, TIAM2, VAV1, VAV2, VAV3, WAS, WASL, XCL1, XCL2, XCR1]	FALSE
KEGG:05215	KEGG_14.03.2012	Prostate cancer	[-1]	[Group1]	45	50.5618	3.06E-31	2.94E-29	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[AKT1, AKT2, AKT3, AR, BAD, BCL2, BRAF, CASP9, CCND1, CDK2, CDKN1A, CDKN1B, CREB1, CREBBP, CTNNB1, EGFR, EP300, ERBB2, FGFR1, FOXO1, GRB2, GSK3B, HRAS, HSP90AA1, IGF1R, IKBKB, MAP2K1, MAP2K2, MAPK1, MAPK3, NFKB1, PDGFRA, PDGFRB, PDPK1, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PTEN, RAF1, RB1, RELA, SOS1, SOS2, TP53]	[AKT1, AKT2, AKT3, AR, ARAF, ATF4, BAD, BCL2, BRAF, CASP9, CCND1, CCNE1, CCNE2, CDK2, CDKN1A, CDKN1B, CHUK, CREB1, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, CREBBP, CTNNB1, E2F1, E2F2, E2F3, EGF, EGFR, EP300, ERBB2, FGFR1, FGFR2, FOXO1, GRB2, GSK3B, GSTP1, HRAS, HSP90AA1, HSP90AB1, HSP90B1, IGF1, IGF1R, IKBKB, IKBKG, INS, INSRR, KLK3, KRAS, LEF1, MAP2K1, MAP2K2, MAPK1, MAPK3, MDM2, MTOR, NFKB1, NFKBIA, NKX3-1, NRAS, PDGFA, PDGFB, PDGFC, PDGFD, PDGFRA, PDGFRB, PDPK1, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PTEN, RAF1, RB1, RELA, SOS1, SOS2, SRD5A2, TCF7, TCF7L1, TCF7L2, TGFA, TP53]	FALSE
KEGG:04664	KEGG_14.03.2012	Fc epsilon RI signaling pathway	[-1]	[Group1]	43	53.08642	4.75E-31	4.56E-29	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[AKT1, AKT2, AKT3, BTK, FYN, GAB2, GRB2, HRAS, INPP5D, LAT, LCP2, LYN, MAP2K1, MAP2K2, MAP2K4, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PLA2G4A, PLCG1, PLCG2, PRKCA, PRKCB, PRKCD, PRKCE, RAC1, RAF1, SOS1, SOS2, SYK, VAV1, VAV2, VAV3]	[AKT1, AKT2, AKT3, BTK, CSF2, FCER1A, FCER1G, FYN, GAB2, GRB2, HRAS, IL13, IL3, IL4, IL5, INPP5D, JMJD7-PLA2G4B, KRAS, LAT, LCP2, LOC100132941, LOC100291917, LYN, MAP2K1, MAP2K2, MAP2K3, MAP2K4, MAP2K6, MAP2K7, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, MS4A2, NRAS, PDK1, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLA2G10, PLA2G12A, PLA2G12B, PLA2G1B, PLA2G2A, PLA2G2C, PLA2G2D, PLA2G2E, PLA2G2F, PLA2G3, PLA2G4A, PLA2G4B, PLA2G4E, PLA2G5, PLA2G6, PLCG1, PLCG2, PRKCA, PRKCB, PRKCD, PRKCE, RAC1, RAC2, RAC3, RAF1, SOS1, SOS2, SYK, TNF, VAV1, VAV2, VAV3]	FALSE
KEGG:04010	KEGG_14.03.2012	MAPK signaling pathway	[-1]	[Group1]	73	27.238806	5.47E-29	5.25E-27	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[AKT1, AKT2, AKT3, ARRB1, ATF2, BRAF, CASP3, CDC25B, CDC42, CRK, CRKL, EGFR, ELK1, FASLG, FGFR1, FLNA, FOS, GRB2, HRAS, HSPB1, IKBKB, IL1R1, JUN, MAP2K1, MAP2K2, MAP2K4, MAP3K5, MAP4K1, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK7, MAPK8, MAPK9, MAPKAPK2, MAPKAPK5, MAPT, MEF2C, NFATC4, NFKB1, NTRK1, NTRK2, PAK1, PAK2, PDGFRA, PDGFRB, PLA2G4A, PPP3CA, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG, PTPN7, RAC1, RAF1, RASA1, RELA, RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA5, RRAS, SOS1, SOS2, SRF, STMN1, TP53]	[AKT1, AKT2, AKT3, ARRB1, ARRB2, ATF2, ATF4, BDNF, BRAF, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1E, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CACNA2D1, CACNA2D2, CACNA2D3, CACNA2D4, CACNB1, CACNB2, CACNB3, CACNB4, CACNG1, CACNG2, CACNG3, CACNG4, CACNG5, CACNG6, CACNG7, CACNG8, CASP3, CD14, CDC25B, CDC42, CHP, CHP2, CHUK, CRK, CRKL, DAXX, DDIT3, DUSP1, DUSP10, DUSP14, DUSP16, DUSP2, DUSP22, DUSP3, DUSP4, DUSP5, DUSP6, DUSP7, DUSP8, DUSP9, ECSIT, EGF, EGFR, ELK1, ELK4, FAS, FASLG, FGF1, FGF10, FGF11, FGF12, FGF13, FGF14, FGF16, FGF17, FGF18, FGF19, FGF2, FGF20, FGF21, FGF22, FGF23, FGF3, FGF4, FGF5, FGF6, FGF7, FGF8, FGF9, FGFR1, FGFR2, FGFR3, FGFR4, FLNA, FLNB, FLNC, FOS, GADD45A, GADD45B, GADD45G, GNA12, GNG12, GRB2, HRAS, HSPA1A, HSPA1B, HSPA1L, HSPA2, HSPA6, HSPA8, HSPB1, IKBKB, IKBKG, IL1A, IL1B, IL1R1, IL1R2, JMJD7-PLA2G4B, JUN, JUND, KRAS, MAP2K1, MAP2K2, MAP2K3, MAP2K4, MAP2K5, MAP2K6, MAP2K7, MAP3K1, MAP3K11, MAP3K12, MAP3K13, MAP3K14, MAP3K2, MAP3K3, MAP3K4, MAP3K5, MAP3K6, MAP3K7, MAP3K8, MAP4K1, MAP4K2, MAP4K3, MAP4K4, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK7, MAPK8, MAPK8IP1, MAPK8IP2, MAPK8IP3, MAPK9, MAPKAPK2, MAPKAPK3, MAPKAPK5, MAPKSP1, MAPT, MAX, MECOM, MEF2C, MKNK1, MKNK2, MOS, MRAS, MYC, NF1, NFATC2, NFATC4, NFKB1, NFKB2, NGF, NLK, NR4A1, NRAS, NTF3, NTF4, NTRK1, NTRK2, PAK1, PAK2, PDGFA, PDGFB, PDGFRA, PDGFRB, PLA2G10, PLA2G12A, PLA2G12B, PLA2G1B, PLA2G2A, PLA2G2C, PLA2G2D, PLA2G2E, PLA2G2F, PLA2G3, PLA2G4A, PLA2G4B, PLA2G4E, PLA2G5, PLA2G6, PPM1A, PPM1B, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, PPP5C, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG, PRKX, PTPN5, PTPN7, PTPRR, RAC1, RAC2, RAC3, RAF1, RAP1A, RAP1B, RAPGEF2, RASA1, RASA2, RASGRF1, RASGRF2, RASGRP1, RASGRP2, RASGRP3, RASGRP4, RELA, RELB, RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4, RPS6KA5, RPS6KA6, RRAS, RRAS2, SOS1, SOS2, SRF, STK3, STK4, STMN1, TAB1, TAB2, TAOK1, TAOK2, TAOK3, TGFB1, TGFB2, TGFB3, TGFBR1, TGFBR2, TNF, TNFRSF1A, TP53, TRAF2, TRAF6, ZAK]	FALSE
KEGG:05223	KEGG_14.03.2012	Non-small cell lung cancer	[-1]	[Group1]	34	62.962963	3.52E-28	3.38E-26	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[AKT1, AKT2, AKT3, BAD, BRAF, CASP9, CCND1, CDK4, CDK6, EGFR, ERBB2, FOXO3, GRB2, HRAS, MAP2K1, MAP2K2, MAPK1, MAPK3, PDPK1, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PLCG1, PLCG2, PRKCA, PRKCB, PRKCG, RAF1, RB1, RXRA, SOS1, SOS2, TP53]	[AKT1, AKT2, AKT3, ARAF, BAD, BRAF, CASP9, CCND1, CDK4, CDK6, CDKN2A, E2F1, E2F2, E2F3, EGF, EGFR, ERBB2, FHIT, FOXO3, GRB2, HRAS, KRAS, MAP2K1, MAP2K2, MAPK1, MAPK3, NRAS, PDPK1, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLCG1, PLCG2, PRKCA, PRKCB, PRKCG, RAF1, RARB, RASSF1, RASSF5, RB1, RXRA, RXRB, RXRG, SOS1, SOS2, STK4, TGFA, TP53]	FALSE
KEGG:04380	KEGG_14.03.2012	Osteoclast differentiation	[-1]	[Group1]	49	38.28125	5.77E-27	5.54E-25	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[AKT1, AKT2, AKT3, BLNK, BTK, CREB1, CSF1R, FCGR1A, FCGR2B, FCGR2C, FOS, FYN, GAB2, GRB2, IFNAR1, IKBKB, IL1R1, ITGB3, JAK1, JUN, LCK, LCP2, MAP2K1, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, NCF1, NCF4, NFKB1, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PLCG2, PPP3CA, RAC1, RELA, SOCS1, SOCS3, STAT1, STAT2, SYK, TEC]	[ACP5, AKT1, AKT2, AKT3, BLNK, BTK, CALCR, CAMK4, CHUK, CREB1, CSF1, CSF1R, CTSK, CYBA, CYBB, CYLD, FCGR1A, FCGR2A, FCGR2B, FCGR2C, FCGR3A, FCGR3B, FHL2, FOS, FOSB, FOSL1, FOSL2, FYN, GAB2, GRB2, IFNAR1, IFNAR2, IFNB1, IFNG, IFNGR1, IFNGR2, IKBKB, IKBKG, IL1A, IL1B, IL1R1, IRF9, ITGB3, JAK1, JUN, JUNB, JUND, LCK, LCP2, LILRA1, LILRA2, LILRA3, LILRA4, LILRA6, LILRB1, LILRB2, LILRB3, LILRB4, LILRB5, MAP2K1, MAP2K6, MAP2K7, MAP3K14, MAP3K7, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, MITF, NCF1, NCF2, NCF4, NFATC1, NFATC2, NFKB1, NFKB2, NFKBIA, NOX1, NOX3, OSCAR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLCG2, PPARG, PPP3CA, PPP3CB, PPP3CC, RAC1, RELA, RELB, SIRPA, SIRPB1, SIRPG, SOCS1, SOCS3, SPI1, SQSTM1, STAT1, STAT2, SYK, TAB1, TAB2, TEC, TGFB1, TGFB2, TGFBR1, TGFBR2, TNF, TNFRSF11A, TNFRSF11B, TNFRSF1A, TNFSF11, TRAF2, TRAF6, TREM2, TYK2, TYROBP]	FALSE
KEGG:04370	KEGG_14.03.2012	VEGF signaling pathway	[-1]	[Group1]	38	50	2.96E-26	2.84E-24	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[AKT1, AKT2, AKT3, BAD, CASP9, CDC42, HRAS, HSPB1, KDR, MAP2K1, MAP2K2, MAPK1, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPKAPK2, NFATC4, NOS3, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PLA2G4A, PLCG1, PLCG2, PPP3CA, PRKCA, PRKCB, PRKCG, PTK2, PXN, RAC1, RAF1, SH2D2A, SHC2, SRC]	[AKT1, AKT2, AKT3, BAD, CASP9, CDC42, CHP, CHP2, HRAS, HSPB1, JMJD7-PLA2G4B, KDR, KRAS, MAP2K1, MAP2K2, MAPK1, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPKAPK2, MAPKAPK3, NFAT5, NFATC1, NFATC2, NFATC3, NFATC4, NOS3, NRAS, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLA2G10, PLA2G12A, PLA2G12B, PLA2G1B, PLA2G2A, PLA2G2C, PLA2G2D, PLA2G2E, PLA2G2F, PLA2G3, PLA2G4A, PLA2G4B, PLA2G4E, PLA2G5, PLA2G6, PLCG1, PLCG2, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, PRKCA, PRKCB, PRKCG, PTGS2, PTK2, PXN, RAC1, RAC2, RAC3, RAF1, SH2D2A, SHC2, SPHK1, SPHK2, SRC, VEGFA]	FALSE
KEGG:04520	KEGG_14.03.2012	Adherens junction	[-1]	[None]	37	50.684933	7.31E-26	7.02E-24	{None=NaN}	{None=NaN}	[ACP1, ACTN1, ACTN4, CDC42, CDH1, CREBBP, CSNK2A1, CSNK2A2, CSNK2B, CTNNA1, CTNNB1, CTNND1, EGFR, EP300, ERBB2, FER, FGFR1, FYN, IGF1R, IQGAP1, MAPK1, MAPK3, MET, PARD3, PTPN1, PTPN6, PTPRB, PTPRF, PTPRJ, RAC1, SMAD3, SORBS1, SRC, VCL, WAS, WASL, YES1]	[ACP1, ACTB, ACTG1, ACTN1, ACTN2, ACTN3, ACTN4, BAIAP2, CDC42, CDH1, CREBBP, CSNK2A1, CSNK2A2, CSNK2B, CTNNA1, CTNNA2, CTNNA3, CTNNB1, CTNND1, EGFR, EP300, ERBB2, FARP2, FER, FGFR1, FYN, IGF1R, INSR, IQGAP1, LEF1, LMO7, MAP3K7, MAPK1, MAPK3, MET, MLLT4, NLK, PARD3, PTPN1, PTPN6, PTPRB, PTPRF, PTPRJ, PTPRM, PVRL1, PVRL2, PVRL3, PVRL4, RAC1, RAC2, RAC3, RHOA, SMAD2, SMAD3, SMAD4, SNAI1, SNAI2, SORBS1, SRC, SSX2IP, TCF7, TCF7L1, TCF7L2, TGFBR1, TGFBR2, TJP1, VCL, WAS, WASF1, WASF2, WASF3, WASL, YES1]	TRUE
KEGG:05213	KEGG_14.03.2012	Endometrial cancer	[-1]	[Group1]	31	59.615383	1.01E-24	9.71E-23	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[AKT1, AKT2, AKT3, BAD, BRAF, CASP9, CCND1, CDH1, CTNNA1, CTNNB1, EGFR, ELK1, ERBB2, FOXO3, GRB2, GSK3B, HRAS, MAP2K1, MAP2K2, MAPK1, MAPK3, PDPK1, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PTEN, RAF1, SOS1, SOS2, TP53]	[AKT1, AKT2, AKT3, APC, APC2, ARAF, AXIN1, AXIN2, BAD, BRAF, CASP9, CCND1, CDH1, CTNNA1, CTNNA2, CTNNA3, CTNNB1, EGF, EGFR, ELK1, ERBB2, FOXO3, GRB2, GSK3B, HRAS, ILK, KRAS, LEF1, MAP2K1, MAP2K2, MAPK1, MAPK3, MLH1, MYC, NRAS, PDPK1, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PTEN, RAF1, SOS1, SOS2, TCF7, TCF7L1, TCF7L2, TP53]	FALSE
KEGG:05100	KEGG_14.03.2012	Bacterial invasion of epithelial cells	[-1]	[Group1]	34	48.57143	4.74E-23	4.55E-21	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[BCAR1, CAV1, CBL, CBLB, CBLC, CD2AP, CDC42, CDH1, CRK, CRKL, CTNNA1, CTNNB1, CTTN, DNM1, DNM2, DOCK1, GAB1, HCLS1, ITGB1, MET, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PTK2, PXN, RAC1, SHC1, SHC2, SHC3, SRC, VCL, WAS, WASL]	[ACTB, ACTG1, ARHGAP10, ARHGEF26, ARPC1A, ARPC1B, ARPC2, ARPC3, ARPC4, ARPC5, ARPC5L, BCAR1, CAV1, CAV2, CAV3, CBL, CBLB, CBLC, CD2AP, CDC42, CDH1, CLTA, CLTB, CLTC, CLTCL1, CRK, CRKL, CTNNA1, CTNNA2, CTNNA3, CTNNB1, CTTN, DNM1, DNM1L, DNM2, DNM3, DOCK1, ELMO1, FN1, GAB1, HCLS1, ILK, ITGA5, ITGB1, MAD2L2, MET, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PTK2, PXN, RAC1, RHOA, RHOG, SEPT1, SHC1, SHC2, SHC3, SHC4, SRC, VCL, WAS, WASF1, WASF2, WASL]	FALSE
KEGG:05212	KEGG_14.03.2012	Pancreatic cancer	[-1]	[Group1, Group4]	34	48.57143	4.74E-23	4.55E-21	{Group1=2.6910528053551752E-89, Group4=1.7798287520973917E-42}	{Group1=1.614631683213105E-88, Group4=1.067897251258435E-41}	[AKT1, AKT2, AKT3, BAD, BRAF, CASP9, CCND1, CDC42, CDK4, CDK6, EGFR, ERBB2, IKBKB, JAK1, MAP2K1, MAPK1, MAPK10, MAPK3, MAPK8, MAPK9, NFKB1, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PLD1, RAC1, RAF1, RB1, RELA, SMAD3, STAT1, STAT3, TP53]	[AKT1, AKT2, AKT3, ARAF, ARHGEF6, BAD, BCL2L1, BRAF, BRCA2, CASP9, CCND1, CDC42, CDK4, CDK6, CDKN2A, CHUK, E2F1, E2F2, E2F3, EGF, EGFR, ERBB2, FIGF, IKBKB, IKBKG, JAK1, KRAS, MAP2K1, MAPK1, MAPK10, MAPK3, MAPK8, MAPK9, NFKB1, PGF, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLD1, RAC1, RAC2, RAC3, RAD51, RAF1, RALA, RALB, RALBP1, RALGDS, RB1, RELA, SMAD2, SMAD3, SMAD4, STAT1, STAT3, TGFA, TGFB1, TGFB2, TGFB3, TGFBR1, TGFBR2, TP53, VEGFA, VEGFB, VEGFC]	FALSE
KEGG:05221	KEGG_14.03.2012	Acute myeloid leukemia	[-1]	[Group1]	31	54.385963	4.81E-23	4.62E-21	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[AKT1, AKT2, AKT3, BAD, BRAF, CCND1, CEBPA, FLT3, GRB2, HRAS, IKBKB, JUP, KIT, MAP2K1, MAP2K2, MAPK1, MAPK3, NFKB1, PIK3CA, PIK3R1, PIK3R2, PIK3R3, RAF1, RELA, RPS6KB1, RPS6KB2, SOS1, SOS2, STAT3, STAT5A, STAT5B]	[AKT1, AKT2, AKT3, ARAF, BAD, BRAF, CCNA1, CCND1, CEBPA, CHUK, EIF4EBP1, FLT3, GRB2, HRAS, IKBKB, IKBKG, JUP, KIT, KRAS, LEF1, MAP2K1, MAP2K2, MAPK1, MAPK3, MTOR, MYC, NFKB1, NRAS, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PIM1, PIM2, PML, PPARD, RAF1, RARA, RELA, RPS6KB1, RPS6KB2, RUNX1, RUNX1T1, SOS1, SOS2, SPI1, STAT3, STAT5A, STAT5B, TCF7, TCF7L1, TCF7L2, ZBTB16]	FALSE
KEGG:04912	KEGG_14.03.2012	GnRH signaling pathway	[-1]	[Group1]	39	38.61386	9.10E-22	8.73E-20	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[CALM1, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CDC42, EGFR, ELK1, GRB2, HRAS, JUN, MAP2K1, MAP2K2, MAP2K4, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK7, MAPK8, MAPK9, PLA2G4A, PLCB1, PLD1, PLD2, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCD, PTK2B, RAF1, SOS1, SOS2, SRC]	[ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ATF4, CACNA1C, CACNA1D, CACNA1F, CACNA1S, CALM1, CALM2, CALM3, CALML3, CALML5, CALML6, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CDC42, CGA, EGFR, ELK1, FSHB, GNA11, GNAQ, GNAS, GNRH1, GNRH2, GNRHR, GRB2, HBEGF, HRAS, ITPR1, ITPR2, ITPR3, JMJD7-PLA2G4B, JUN, KRAS, LHB, MAP2K1, MAP2K2, MAP2K3, MAP2K4, MAP2K6, MAP2K7, MAP3K1, MAP3K2, MAP3K3, MAP3K4, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK7, MAPK8, MAPK9, MMP14, MMP2, NRAS, PLA2G10, PLA2G12A, PLA2G12B, PLA2G1B, PLA2G2A, PLA2G2C, PLA2G2D, PLA2G2E, PLA2G2F, PLA2G3, PLA2G4A, PLA2G4B, PLA2G4E, PLA2G5, PLA2G6, PLCB1, PLCB2, PLCB3, PLCB4, PLD1, PLD2, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCD, PRKX, PTK2B, RAF1, SOS1, SOS2, SRC]	FALSE
KEGG:04650	KEGG_14.03.2012	Natural killer cell mediated cytotoxicity	[-1]	[Group1]	45	32.3741	2.54E-21	2.43E-19	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[BRAF, CASP3, CD247, FASLG, FYN, GRB2, HRAS, IFNAR1, ITGB2, LAT, LCK, LCP2, MAP2K1, MAP2K2, MAPK1, MAPK3, NFATC4, PAK1, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PLCG1, PLCG2, PPP3CA, PRKCA, PRKCB, PRKCG, PTK2B, PTPN11, PTPN6, RAC1, RAF1, SH2D1A, SH3BP2, SHC1, SHC2, SHC3, SOS1, SOS2, SYK, VAV1, VAV2, VAV3, ZAP70]	[ARAF, BID, BRAF, CASP3, CD244, CD247, CD48, CHP, CHP2, CSF2, FAS, FASLG, FCER1G, FCGR3A, FCGR3B, FYN, GRB2, GZMB, HCST, HLA-A, HLA-B, HLA-C, HLA-E, HLA-G, HRAS, ICAM1, ICAM2, IFNA1, IFNA10, IFNA13, IFNA14, IFNA16, IFNA17, IFNA2, IFNA21, IFNA4, IFNA5, IFNA6, IFNA7, IFNA8, IFNAR1, IFNAR2, IFNB1, IFNG, IFNGR1, IFNGR2, ITGAL, ITGB2, KIR2DL1, KIR2DL2, KIR2DL3, KIR2DL4, KIR2DL5A, KIR2DS1, KIR2DS3, KIR2DS4, KIR2DS5, KIR3DL1, KIR3DL2, KLRC1, KLRC2, KLRC3, KLRD1, KLRK1, KRAS, LAT, LCK, LCP2, LOC100132941, LOC100291917, MAP2K1, MAP2K2, MAPK1, MAPK3, MICA, MICB, NCR1, NCR2, NCR3, NFAT5, NFATC1, NFATC2, NFATC3, NFATC4, NRAS, PAK1, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLCG1, PLCG2, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, PRF1, PRKCA, PRKCB, PRKCG, PTK2B, PTPN11, PTPN6, RAC1, RAC2, RAC3, RAET1E, RAET1G, RAET1L, RAF1, SH2D1A, SH2D1B, SH3BP2, SHC1, SHC2, SHC3, SHC4, SOS1, SOS2, SYK, TNF, TNFRSF10A, TNFRSF10B, TNFRSF10C, TNFRSF10D, TNFSF10, TYROBP, ULBP1, ULBP2, ULBP3, VAV1, VAV2, VAV3, ZAP70]	FALSE
