KEGG ID	KEGG Term	Times Found	Term Pvalues Corr Bonf	Found Gene #	All Associated Gene #	Found Genes Combined	All Associated Genes
KEGG:04725	Cholinergic synapse	31	1.62E-31	82	112	 CHRM2  ACHE  PIK3CD  PIK3CG  GNGT1  GNGT2  PRKACG  AKT2  AKT3  AKT1  PRKACA  PRKACB  HRAS  PRKCG  MAP2K1  PRKCB  PRKCA  FOS  CREB3  PLCB3  CREB1  PLCB4  ADCY9  PIK3CA  KCNQ1  KCNQ2  KCNQ3  KCNQ5  PLCB1  PLCB2  CAMK2B  CAMK2D  CHRNA7  CHAT  CAMK2A  ITPR1  ADCY4  GNAI3  CACNA1B  ADCY3  ITPR2  PIK3R3  CACNA1A  PIK3R2  ITPR3  ADCY2  CACNA1C  PIK3R1  ADCY1  ADCY8  ADCY7  GNAI1  ADCY6  ADCY5  GNAI2  GNG10  GNG3  GNG2  GNG5  GNG4  GNA11  GNG7  MAPK1  GNG8  FYN  CACNA1S  CAMK2G  KCNJ2  KCNJ3  MAPK3  KCNJ6  KCNJ12  GNG12  GNG13  GNAO1  GNAQ  GNB2  GNB1  BCL2  GNB4  GNB3  GNB5 	[ACHE, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, AKT1, AKT2, AKT3, ATF4, BCL2, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1S, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CAMK4, CHAT, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA3, CHRNA4, CHRNA6, CHRNA7, CHRNB2, CHRNB4, CREB1, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, FOS, FYN, GNA11, GNAI1, GNAI2, GNAI3, GNAO1, GNAQ, GNB1, GNB2, GNB3, GNB4, GNB5, GNG10, GNG11, GNG12, GNG13, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GNGT1, GNGT2, HRAS, ITPR1, ITPR2, ITPR3, JAK2, KCNJ12, KCNJ14, KCNJ2, KCNJ3, KCNJ4, KCNJ6, KCNQ1, KCNQ2, KCNQ3, KCNQ4, KCNQ5, KRAS, MAP2K1, MAPK1, MAPK3, NRAS, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLCB1, PLCB2, PLCB3, PLCB4, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG, PRKX, SLC18A3, SLC5A7]
KEGG:04722	Neurotrophin signaling pathway	225	3.00E-31	113	127	 CALML5  PRDM4  IRS1  IRS4  IRS2  CALML3  CRKL  RPS6KA4  RPS6KA3  RPS6KA5  RPS6KA2  AKT2  ARHGDIA  RPS6KA1  AKT3  AKT1  MAP3K5  PDK1  MAP2K1  MAP2K2  PRKCD  FRS2  NGFRAP1  MAPKAPK2  RAF1  TP53  ATF4  SHC2  SHC3  SHC1  MAGED1  PSEN2  PIK3R3  PIK3R2  PSEN1  PIK3R1  FOXO3  PIK3R5  RAP1A  IRAK1  ABL1  PLCG2  PLCG1  MAP2K7  MAP2K5  NGFR  JUN  BDNF  BRAF  NFKB1  NFKBIA  BCL2  GRB2  CALM3  CALM1  NFKBIE  CALM2  TP73  NFKBIB  YWHAE  GSK3B  YWHAB  PIK3CD  FASLG  PIK3CB  PIK3CG  IKBKB  YWHAQ  RAC1  HRAS  YWHAG  YWHAH  GAB1  NGF  YWHAZ  RHOA  PIK3CA  TRAF6  RAPGEF1  SOS1  CRK  SOS2  CAMK2B  CAMK2D  CAMK2A  RELA  CDC42  NTF4  MAPK9  MAPK8  NRAS  MAPK7  NTF3  MAPK1  SH2B3  CAMK2G  SH2B2  MAPK3  NTRK1  MAP3K3  NTRK2  MAP3K1  BAD  SORT1  KIDINS220  NTRK3  PTPN11  MAPK14  MAPK12  MAPK13  MAPK10  MAPK11  KRAS 	[ABL1, AKT1, AKT2, AKT3, ARHGDIA, ARHGDIB, ATF4, BAD, BAX, BCL2, BDNF, BRAF, CALM1, CALM2, CALM3, CALML3, CALML5, CALML6, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CAMK4, CDC42, CRK, CRKL, FASLG, FOXO3, FRS2, GAB1, GRB2, GSK3B, HRAS, IKBKB, IRAK1, IRAK2, IRAK3, IRAK4, IRS1, IRS2, IRS4, JUN, KIDINS220, KRAS, MAGED1, MAP2K1, MAP2K2, MAP2K5, MAP2K7, MAP3K1, MAP3K3, MAP3K5, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK7, MAPK8, MAPK9, MAPKAPK2, MATK, NFKB1, NFKBIA, NFKBIB, NFKBIE, NGF, NGFR, NGFRAP1, NRAS, NTF3, NTF4, NTRK1, NTRK2, NTRK3, PDK1, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLCG1, PLCG2, PRDM4, PRKCD, PSEN1, PSEN2, PTPN11, RAC1, RAF1, RAP1A, RAP1B, RAPGEF1, RELA, RHOA, RIPK2, RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4, RPS6KA5, RPS6KA6, SH2B1, SH2B2, SH2B3, SHC1, SHC2, SHC3, SHC4, SORT1, SOS1, SOS2, TP53, TP73, TRAF6, YWHAB, YWHAE, YWHAG, YWHAH, YWHAQ, YWHAZ, ZNF274]
KEGG:00280	Valine, leucine and isoleucine degradation	18	3.35E-29	37	44	 HIBADH  ABAT  HSD17B10  ACAT2  ACAT1  HMGCL  MCEE  AUH  ALDH1B1  ALDH2  OXCT1  DBT  AOX1  OXCT2  HMGCS2  ACADM  HADH  ACAA1  ACADS  ACAD8  BCKDHA  HMGCS1  BCKDHB  ACADSB  MUT  HADHB  ALDH3A2  HADHA  ALDH6A1  PCCA  IVD  EHHADH  BCAT1  DLD  ALDH7A1  BCAT2  ALDH9A1 	[ABAT, ACAA1, ACAA2, ACAD8, ACADM, ACADS, ACADSB, ACAT1, ACAT2, ALDH1B1, ALDH2, ALDH3A2, ALDH6A1, ALDH7A1, ALDH9A1, AOX1, AUH, BCAT1, BCAT2, BCKDHA, BCKDHB, DBT, DLD, ECHS1, EHHADH, HADH, HADHA, HADHB, HIBADH, HIBCH, HMGCL, HMGCS1, HMGCS2, HSD17B10, IL4I1, IVD, MCCC1, MCCC2, MCEE, MUT, OXCT1, OXCT2, PCCA, PCCB]
KEGG:04724	Glutamatergic synapse	55	3.04E-28	87	126	 GRIK5  GRIK1  GRIK2  GRM1  GNGT1  GRM3  PPP3CA  GRM5  PPP3CB  GRM4  GNGT2  GRM7  GRM6  PRKACG  GRM8  DLGAP1  HOMER3  PRKACA  PRKACB  PRKCG  PRKCB  TRPC1  PLA2G4A  PRKCA  PLCB3  PLCB4  ADCY9  PLCB1  SHANK3  PLCB2  SHANK2  SHANK1  GRIA1  GRIA2  GLS2  GNAI3  ITPR1  ADCY4  ADCY3  ITPR2  CACNA1A  ITPR3  ADCY2  CACNA1C  ADCY1  PLD1  ADCY8  ADCY7  GNAI1  ADCY6  PLD2  ADCY5  GNAI2  GRIN2A  GNG3  GNG10  PPP3R1  GNG2  GNG5  GNG4  ADRBK1  GNG7  MAPK1  GNG8  GRIA3  KCNJ3  MAPK3  GRIA4  HOMER1  HOMER2  GRIN2C  GNG12  GRIN2B  GNG11  GNG13  GRIN1  GRIN2D  GNAO1  GRIN3B  DLG4  GNB2  GNAQ  GNB1  GNAS  GNB4  GNB3  GNB5 	[ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ADRBK1, ADRBK2, CACNA1A, CACNA1C, CACNA1D, CHP, CHP2, DLG4, DLGAP1, GLS, GLS2, GLUL, GNAI1, GNAI2, GNAI3, GNAO1, GNAQ, GNAS, GNB1, GNB2, GNB3, GNB4, GNB5, GNG10, GNG11, GNG12, GNG13, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GNGT1, GNGT2, GRIA1, GRIA2, GRIA3, GRIA4, GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B, GRM1, GRM2, GRM3, GRM4, GRM5, GRM6, GRM7, GRM8, HOMER1, HOMER2, HOMER3, ITPR1, ITPR2, ITPR3, JMJD7-PLA2G4B, KCNJ3, MAPK1, MAPK3, PLA2G10, PLA2G12A, PLA2G12B, PLA2G1B, PLA2G2A, PLA2G2C, PLA2G2D, PLA2G2E, PLA2G2F, PLA2G3, PLA2G4A, PLA2G4B, PLA2G4E, PLA2G5, PLA2G6, PLCB1, PLCB2, PLCB3, PLCB4, PLD1, PLD2, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG, PRKX, SHANK1, SHANK2, SHANK3, SLC17A6, SLC17A7, SLC17A8, SLC1A1, SLC1A2, SLC1A3, SLC1A6, SLC1A7, SLC38A1, SLC38A2, SLC38A3, TRPC1]
KEGG:04350	TGF-beta signaling pathway	41	3.23E-28	58	84	 BMPR2  ZFYVE9  PPP2R1B  PPP2R1A  MYC  EP300  SKP1  ACVR1  FST  DCN  TGFBR1  RHOA  TGFBR2  RBX1  RBL2  RBL1  TFDP1  CUL1  THBS1  LTBP1  PPP2CA  ACVR1C  MAPK1  E2F4  E2F5  MAPK3  SMAD2  SMAD1  TGFB2  CREBBP  SMAD4  SMAD3  TGFB1  SMURF2  SMURF1  TGFB3  SMAD9  INHBA  SMAD6  GDF6  BMP7  SMAD5  ACVR2B  GDF5  INHBC  ACVR2A  BMP6  SMAD7  BMP5  INHBE  BMP4  BMP2  RPS6KB1  ID2  ID4  ID3  BMPR1B  BMPR1A 	[ACVR1, ACVR1C, ACVR2A, ACVR2B, AMH, AMHR2, BMP2, BMP4, BMP5, BMP6, BMP7, BMP8A, BMP8B, BMPR1A, BMPR1B, BMPR2, CDKN2B, CHRD, COMP, CREBBP, CUL1, DCN, E2F4, E2F5, EP300, FST, GDF5, GDF6, GDF7, ID1, ID2, ID3, ID4, IFNG, INHBA, INHBB, INHBC, INHBE, LEFTY1, LEFTY2, LTBP1, MAPK1, MAPK3, MYC, NODAL, NOG, PITX2, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, RBL1, RBL2, RBX1, RHOA, ROCK1, ROCK2, RPS6KB1, RPS6KB2, SKP1, SMAD1, SMAD2, SMAD3, SMAD4, SMAD5, SMAD6, SMAD7, SMAD9, SMURF1, SMURF2, SP1, TFDP1, TGFB1, TGFB2, TGFB3, TGFBR1, TGFBR2, THBS1, THBS2, THBS3, THBS4, TNF, ZFYVE16, ZFYVE9]
KEGG:04142	Lysosome	4	6.47E-28	43	121	 CD63  IDUA  HEXB  CLTC  GBA  HEXA  CLTB  AP4E1  CLTA  GNS  SGSH  AP4M1  GGA2  GGA1  GGA3  GM2A  NAGLU  AP1G1  PSAP  LAMP2  ATP6V0A2  AP1S1  AP4S1  AGA  AP1S3  GUSB  CTSD  AP1M2  ARSB  AP1M1  ATP6V0A1  CTSA  SORT1  FUCA1  GAA  AP3D1  AP1B1  AP3B1  AP4B1  AP3B2  IGF2R  GALNS  MAN2B1 	[ABCA2, ABCB9, ACP2, ACP5, AGA, AP1B1, AP1G1, AP1M1, AP1M2, AP1S1, AP1S2, AP1S3, AP3B1, AP3B2, AP3D1, AP3M1, AP3M2, AP3S1, AP3S2, AP4B1, AP4E1, AP4M1, AP4S1, ARSA, ARSB, ARSG, ASAH1, ATP6AP1, ATP6V0A1, ATP6V0A2, ATP6V0A4, ATP6V0B, ATP6V0C, ATP6V0D1, ATP6V0D2, ATP6V1H, CD164, CD63, CD68, CLN3, CLN5, CLTA, CLTB, CLTC, CLTCL1, CTNS, CTSA, CTSB, CTSC, CTSD, CTSE, CTSF, CTSG, CTSH, CTSK, CTSL1, CTSL2, CTSO, CTSS, CTSW, CTSZ, DNASE2, DNASE2B, ENTPD4, FUCA1, GAA, GALC, GALNS, GBA, GGA1, GGA2, GGA3, GLA, GLB1, GM2A, GNPTAB, GNPTG, GNS, GUSB, HEXA, HEXB, HGSNAT, HYAL1, IDS, IDUA, IGF2R, LAMP1, LAMP2, LAMP3, LAPTM4A, LAPTM4B, LAPTM5, LGMN, LIPA, M6PR, MAN2B1, MANBA, MCOLN1, MFSD8, NAGA, NAGLU, NAGPA, NAPSA, NEU1, NPC1, NPC2, PLA2G15, PPT1, PPT2, PSAP, PSAPL1, SCARB2, SGSH, SLC11A1, SLC11A2, SLC17A5, SMPD1, SORT1, SUMF1, TCIRG1, TPP1]
KEGG:04120	Ubiquitin mediated proteolysis	64	1.05E-27	96	137	 UBE2D4  UBE2D2  UBE2D3  UBE2D1  CBLC  KEAP1  CBLB  UBE3A  UBE2L6  BRCA1  UBE2Z  PRPF19  PARK2  UBE2L3  CDC20  HERC2  CDC23  UBE2Q1  UBE2Q2  CDC26  CDC27  FBXO4  SKP2  BTRC  SKP1  PIAS4  PIAS3  FBXW11  FBXW7  UBE2E3  UBE2E1  UBE2E2  PIAS2  PIAS1  RBX1  DDB1  CDC34  UBE2R2  ANAPC4  ANAPC5  BIRC2  ANAPC1  BIRC3  ANAPC2  CUL5  MGRN1  CUL3  CUL2  CUL1  KLHL13  RNF7  CBL  UBE2J2  RCHY1  ANAPC10  UBE2J1  ANAPC11  SOCS3  FZR1  SOCS1  UBR5  TCEB2  UBE2H  UBE2I  MAP3K1  SMURF2  UBE2B  SMURF1  FANCL  SIAH1  HUWE1  WWP1  UBE2G1  WWP2  UBE2G2  UBE2A  PML  KLHL9  CUL4A  UBE2W  ITCH  UBOX5  NEDD4  UBE2U  MDM2  UBE2N  UBA2  ERCC8  UBA1  STUB1  TRIM37  SAE1  TRIM32  UBE2K  UBE2M  CUL4B 	[AIRE, ANAPC1, ANAPC10, ANAPC11, ANAPC13, ANAPC2, ANAPC4, ANAPC5, ANAPC7, BIRC2, BIRC3, BIRC6, BIRC7, BIRC8, BRCA1, BTRC, CBL, CBLB, CBLC, CDC16, CDC20, CDC23, CDC26, CDC27, CDC34, CUL1, CUL2, CUL3, CUL4A, CUL4B, CUL5, CUL7, DDB1, DDB2, DET1, ERCC8, FANCL, FBXO2, FBXO4, FBXW11, FBXW7, FBXW8, FZR1, HERC1, HERC2, HERC3, HERC4, HUWE1, ITCH, KEAP1, KLHL13, KLHL9, MAP3K1, MDM2, MGRN1, MID1, NEDD4, NEDD4L, NHLRC1, PARK2, PIAS1, PIAS2, PIAS3, PIAS4, PML, PPIL2, PRPF19, RBX1, RCHY1, RFWD2, RHOBTB1, RHOBTB2, RNF7, SAE1, SIAH1, SKP1, SKP2, SMURF1, SMURF2, SOCS1, SOCS3, STUB1, SYVN1, TCEB1, TCEB2, TRAF6, TRIM32, TRIM37, TRIP12, UBA1, UBA2, UBA3, UBA6, UBA7, UBE2A, UBE2B, UBE2C, UBE2D1, UBE2D2, UBE2D3, UBE2D4, UBE2E1, UBE2E2, UBE2E3, UBE2F, UBE2G1, UBE2G2, UBE2H, UBE2I, UBE2J1, UBE2J2, UBE2K, UBE2L3, UBE2L6, UBE2M, UBE2N, UBE2NL, UBE2O, UBE2Q1, UBE2Q2, UBE2QL1, UBE2R2, UBE2S, UBE2U, UBE2W, UBE2Z, UBE3A, UBE3B, UBE3C, UBE4A, UBE4B, UBOX5, UBR5, VHL, WWP1, WWP2, XIAP]
KEGG:00010	Glycolysis / Gluconeogenesis	34	5.24E-27	52	65	 GPI  ENO2  ENO3  HK2  HK1  HK3  ALDH2  PGM2  PGAM1  PGAM2  AKR1A1  BPGM  ALDH3A2  ALDH3A1  ALDH1A3  HKDC1  GAPDHS  ALDOC  ALDOB  ALDOA  FBP1  DLD  ALDH7A1  GAPDH  FBP2  ALDH9A1  ACSS2  ADH1C  ADH1B  ADH1A  PDHB  ADH7  ADH5  ADH6  LDHC  LDHB  ALDH3B2  LDHA  ALDH1B1  ALDH3B1  PGK1  ACSS1  PCK1  PCK2  PKLR  PKM2  GCK  PFKL  PFKM  LDHAL6A  PFKP  LDHAL6B 	[ACSS1, ACSS2, ADH1A, ADH1B, ADH1C, ADH4, ADH5, ADH6, ADH7, ADPGK, AKR1A1, ALDH1A3, ALDH1B1, ALDH2, ALDH3A1, ALDH3A2, ALDH3B1, ALDH3B2, ALDH7A1, ALDH9A1, ALDOA, ALDOB, ALDOC, BPGM, DLAT, DLD, ENO1, ENO2, ENO3, FBP1, FBP2, G6PC, G6PC2, GALM, GAPDH, GAPDHS, GCK, GPI, HK1, HK2, HK3, HKDC1, LDHA, LDHAL6A, LDHAL6B, LDHB, LDHC, PCK1, PCK2, PDHA1, PDHA2, PDHB, PFKL, PFKM, PFKP, PGAM1, PGAM2, PGAM4, PGK1, PGK2, PGM1, PGM2, PKLR, PKM2, TPI1]
KEGG:05200	Pathways in cancer	5	4.02E-26	121	328	 RB1  ITGA2B  FGF1  FGF2  ETS1  IGF1R  FGF4  CRKL  FGF5  FGF6  FGF7  FGF8  FGF9  CDH1  AKT2  MYC  AKT3  AKT1  PDGFRB  PRKCG  PDGFRA  WNT5B  PRKCB  HGF  WNT5A  PRKCA  PGF  BCR  COL4A2  COL4A1  COL4A4  CUL2  PIK3R3  PDGFA  PIK3R2  KLK3  PIK3R1  HSP90B1  WNT6  ABL1  PLCG2  PLCG1  WNT1  WNT2  WNT4  STAT5A  FZD1  STAT5B  JUN  CREBBP  FZD3  SMAD4  TGFB1  JUP  WNT3A  FZD6  FN1  FZD9  FZD8  PTK2  FGF17  FGF19  FGF18  BCL2  MDM2  GRB2  FGFR3  FGFR2  FGFR1  RET  ITGB1  GSK3B  PTEN  SLC2A1  FASLG  PIK3CB  PIK3CG  IKBKB  ITGAV  JAK1  CHUK  MMP1  MMP2  AXIN1  FOS  PIK3CA  TRAF6  KIT  ITGA6  SOS1  CRK  MET  CEBPA  HDAC2  HDAC1  LAMA1  LAMA3  CBL  EGFR  CDC42  MAPK9  MAPK8  ERBB2  E2F1  E2F2  MAPK1  E2F3  VHL  BID  RXRG  MAPK3  NTRK1  EGF  STAT1  WNT7B  STAT3  VEGFB  MTOR  VEGFA  MAPK10  RAD51 	[ABL1, AKT1, AKT2, AKT3, APC, APC2, APPL1, AR, ARAF, ARNT, ARNT2, AXIN1, AXIN2, BAD, BAX, BCL2, BCL2L1, BCR, BID, BIRC2, BIRC3, BIRC5, BIRC7, BIRC8, BMP2, BMP4, BRAF, BRCA2, CASP3, CASP8, CASP9, CBL, CBLB, CBLC, CCDC6, CCNA1, CCND1, CCNE1, CCNE2, CDC42, CDH1, CDK2, CDK4, CDK6, CDKN1A, CDKN1B, CDKN2A, CDKN2B, CEBPA, CHUK, CKS1B, COL4A1, COL4A2, COL4A4, COL4A5, COL4A6, CREBBP, CRK, CRKL, CSF1R, CSF2RA, CSF3R, CTBP1, CTBP2, CTNNA1, CTNNA2, CTNNA3, CTNNB1, CUL2, CYCS, DAPK1, DAPK2, DAPK3, DCC, DVL1, DVL2, DVL3, E2F1, E2F2, E2F3, EGF, EGFR, EGLN1, EGLN2, EGLN3, EP300, EPAS1, ERBB2, ETS1, FADD, FAS, FASLG, FGF1, FGF10, FGF11, FGF12, FGF13, FGF14, FGF16, FGF17, FGF18, FGF19, FGF2, FGF20, FGF21, FGF22, FGF23, FGF3, FGF4, FGF5, FGF6, FGF7, FGF8, FGF9, FGFR1, FGFR2, FGFR3, FH, FIGF, FLT3, FLT3LG, FN1, FOS, FOXO1, FZD1, FZD10, FZD2, FZD3, FZD4, FZD5, FZD6, FZD7, FZD8, FZD9, GLI1, GLI2, GLI3, GRB2, GSK3B, GSTP1, HDAC1, HDAC2, HGF, HHIP, HIF1A, HRAS, HSP90AA1, HSP90AB1, HSP90B1, IGF1, IGF1R, IKBKB, IKBKG, IL6, IL8, ITGA2, ITGA2B, ITGA3, ITGA6, ITGAV, ITGB1, JAK1, JUN, JUP, KIT, KITLG, KLK3, KRAS, LAMA1, LAMA2, LAMA3, LAMA4, LAMA5, LAMB1, LAMB2, LAMB3, LAMB4, LAMC1, LAMC2, LAMC3, LEF1, MAP2K1, MAP2K2, MAPK1, MAPK10, MAPK3, MAPK8, MAPK9, MAX, MDM2, MECOM, MET, MITF, MLH1, MMP1, MMP2, MMP9, MSH2, MSH3, MSH6, MTOR, MYC, NCOA4, NFKB1, NFKB2, NFKBIA, NKX3-1, NOS2, NRAS, NTRK1, PAX8, PDGFA, PDGFB, PDGFRA, PDGFRB, PGF, PIAS1, PIAS2, PIAS3, PIAS4, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLCG1, PLCG2, PLD1, PML, PPARD, PPARG, PRKCA, PRKCB, PRKCG, PTCH1, PTCH2, PTEN, PTGS2, PTK2, RAC1, RAC2, RAC3, RAD51, RAF1, RALA, RALB, RALBP1, RALGDS, RARA, RARB, RASSF1, RASSF5, RB1, RBX1, RELA, RET, RHOA, RUNX1, RUNX1T1, RXRA, RXRB, RXRG, SHH, SKP2, SLC2A1, SMAD2, SMAD3, SMAD4, SMO, SOS1, SOS2, SPI1, STAT1, STAT3, STAT5A, STAT5B, STK36, STK4, SUFU, TCEB1, TCEB2, TCF7, TCF7L1, TCF7L2, TFG, TGFA, TGFB1, TGFB2, TGFB3, TGFBR1, TGFBR2, TP53, TPM3, TPR, TRAF1, TRAF2, TRAF3, TRAF4, TRAF5, TRAF6, VEGFA, VEGFB, VEGFC, VHL, WNT1, WNT10A, WNT10B, WNT11, WNT16, WNT2, WNT2B, WNT3, WNT3A, WNT4, WNT5A, WNT5B, WNT6, WNT7A, WNT7B, WNT8A, WNT8B, WNT9A, WNT9B, XIAP, ZBTB16]
KEGG:04610	Complement and coagulation cascades	58	8.98E-26	53	69	 SERPINA1  PROS1  SERPINE1  F13A1  PLAT  C4BPA  C8B  SERPINA5  THBD  PLAU  BDKRB2  BDKRB1  MBL2  FGA  CR1  VWF  F2R  SERPINF2  PLAUR  F2  F3  F5  F7  F8  F9  SERPING1  CFB  CFD  C1QB  C1QA  CPB2  CFH  C1S  C1R  SERPINC1  C5AR1  PLG  TFPI  KNG1  C3  C5  C6  C7  C9  A2M  CD55  F10  F12  F11  PROC  F13B  KLKB1  C1QC 	[A2M, BDKRB1, BDKRB2, C1QA, C1QB, C1QC, C1R, C1S, C2, C3, C3AR1, C4A, C4B, C4BPA, C4BPB, C5, C5AR1, C6, C7, C8A, C8B, C8G, C9, CD46, CD55, CD59, CFB, CFD, CFH, CFI, CPB2, CR1, CR2, F10, F11, F12, F13A1, F13B, F2, F2R, F3, F5, F7, F8, F9, FGA, FGB, FGG, KLKB1, KNG1, MASP1, MASP2, MBL2, PLAT, PLAU, PLAUR, PLG, PROC, PROS1, SERPINA1, SERPINA5, SERPINC1, SERPIND1, SERPINE1, SERPINF2, SERPING1, TFPI, THBD, VWF]
KEGG:04723	Retrograde endocannabinoid signaling	31	1.87E-25	68	99	 GRM1  GNGT1  RIMS1  GRM5  GNGT2  PRKACG  PRKACA  PRKACB  PRKCG  PRKCB  PRKCA  PLCB3  PLCB4  ADCY9  PLCB1  PLCB2  MGLL  GRIA1  GRIA2  ITPR1  ADCY4  GNAI3  CACNA1B  ITPR2  ADCY3  CACNA1A  ITPR3  ADCY2  CACNA1C  ADCY1  ADCY8  ADCY7  GNAI1  ADCY6  ADCY5  GNAI2  MAPK9  MAPK8  GNG10  GNG3  GNG2  GNG5  CNR1  GNG4  GNG7  MAPK1  GNG8  GABRD  KCNJ3  MAPK3  GRIA4  KCNJ5  KCNJ6  KCNJ9  MAPK14  GNG12  MAPK12  GNG13  MAPK13  MAPK10  GNAO1  MAPK11  GNB2  GNAQ  GNB1  GNB4  GNB3  GNB5 	[ABHD6, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1S, CNR1, DAGLA, DAGLB, FAAH, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GNAI1, GNAI2, GNAI3, GNAO1, GNAQ, GNB1, GNB2, GNB3, GNB4, GNB5, GNG10, GNG11, GNG12, GNG13, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GNGT1, GNGT2, GRIA1, GRIA2, GRIA3, GRIA4, GRM1, GRM5, ITPR1, ITPR2, ITPR3, KCNJ3, KCNJ5, KCNJ6, KCNJ9, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, MGLL, NAPEPLD, PLCB1, PLCB2, PLCB3, PLCB4, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG, PRKX, PTGS2, RIMS1, SLC17A6, SLC17A7, SLC17A8, SLC32A1]
KEGG:00410	beta-Alanine metabolism	16	5.21E-23	25	29	 DPYS  ABAT  CNDP1  CNDP2  SRM  ALDH3B2  ALDH1B1  ALDH2  ALDH3B1  MLYCD  ACADM  AOC3  AOC2  GAD1  GAD2  UPB1  ALDH3A2  ALDH3A1  ALDH1A3  HADHA  ALDH6A1  EHHADH  DPYD  ALDH7A1  ALDH9A1 	[ABAT, ACADM, ALDH1A3, ALDH1B1, ALDH2, ALDH3A1, ALDH3A2, ALDH3B1, ALDH3B2, ALDH6A1, ALDH7A1, ALDH9A1, AOC2, AOC3, CARNS1, CNDP1, CNDP2, DPYD, DPYS, ECHS1, EHHADH, GAD1, GAD2, HADHA, HIBCH, MLYCD, SMS, SRM, UPB1]
